"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm"
"1100381163818003273","Walk to Mall, Bus at Doorstep!","182202718","Wing Yan","37","Chermside","-27.38398588302748","153.02489517487922","Private room","66","1","0",NULL,NULL,"1","270","0"
"1172092842173907994","5 BR family house close to Highway and mall","97177917","Olivia","25","Calamvale - Stretton","-27.63310239902055","153.06319566150273","Entire home/apt","339","2","0",NULL,NULL,"81","93","0"
"1172104181976227664","Elegant Coastal Retreat Wynnum","52614545","Christos","155","Wynnum","-27.442496107743573","153.17379976912454","Entire home/apt","165","28","0",NULL,NULL,"4","89","0"
"1172264317787557281","Prime Location City Living Studio +Pool & Parking","564426516","Kate","125","South Brisbane","-27.472419478998784","153.01626262252577","Entire home/apt","106","1","0",NULL,NULL,"4","264","0"
"1172302848066856149","Comfy room with a firm mattress walk to the city!","43134643","Jon","126","Spring Hill","-27.46399377246485","153.02185793419383","Private room","81","2","0",NULL,NULL,"3","51","0"
"1172691402960072901","Luxurious Inner City Apartment","23275306","Marisa","74","Kangaroo Point","-27.466115588655136","153.03553622513908","Entire home/apt","900","7","0",NULL,NULL,"1","269","0"
"1172886282360513133","20th Floor River View 2Bedroom Apartment + Parking","307075592","Emma & Roger","125","South Brisbane","-27.47241440003128","153.016589981326","Entire home/apt","217","2","0",NULL,NULL,"11","94","0"
"1172901450580611925","Large Modern 3 bed 2 bath unit","94200112","Aleja","21","Brisbane City","-27.463288453484175","153.01846861097548","Entire home/apt","191","1","0",NULL,NULL,"5","77","0"
"1173103429631954194","Renovated Studio in Salisbury|5 mins to Sunnybank","174545000","Fion","41","Coopers Plains","-27.55826814521256","153.04149823722514","Entire home/apt","110","1","0",NULL,NULL,"6","178","0"
"4514939","Guest Room - Queen Bedroom","10400335","Clint","71","Indooroopilly","-27.50335","152.97411","Private room","120","1","0",NULL,NULL,"1","365","0"
"48233814","Cat World","184375131","Pomi","41","Coopers Plains","-27.57084","153.04542","Private room","83","1","0",NULL,NULL,"1","310","0"
"22017510","Great Affordable Stay! Only 10mins to CBD","94544314","Matt","42","Coorparoo","-27.49579","153.05265","Private room","40","100","0",NULL,NULL,"1","334","0"
"22167560","Spacious city fringe Queenslander","141279787","Tim","78","Kelvin Grove - Herston","-27.44955","153.0106","Entire home/apt","450","3","0",NULL,NULL,"1","174","0"
"36468641","Very quiet place, private two bedroom townhouse","180786026","Endira","102","Norman Park","-27.47627","153.05994","Private room","120","10","0",NULL,NULL,"1","365","0"
"40846813","Convenient, Spacious, Modern Studio with a View","62020203","Roland","5","Annerley","-27.51265","153.02811","Private room","100","5","0",NULL,NULL,"2","91","0"
"41295236","professional pad in Brisbane CBD","64371987","Teck","125","South Brisbane","-27.47104913373252","153.01656076062966","Private room","379","1","0",NULL,NULL,"2","270","0"
"50222391","1BR@Brisbane CBD, Walk to Central Station","138649185","Apac","21","Brisbane City","-27.47221","153.02838","Entire home/apt","459","3","0",NULL,NULL,"39","363","0"
"50253856","BOWEN STRT 1-BR, SPRING HILLS BRISBANE","156409670","Tushita","126","Spring Hill","-27.4628","153.02742","Entire home/apt","277","3","0",NULL,NULL,"12","364","0"
"50333284","CORDELIA STRT, SOUTH BRISBANE- 2BR/2BATH","138649185","Apac","125","South Brisbane","-27.48039","153.01935","Entire home/apt","670","3","0",NULL,NULL,"39","363","0"
"50338460","CORDELIA STRT, SOUTH BRISBANE- 2BR/2BATH","156409670","Tushita","125","South Brisbane","-27.48049","153.01903","Entire home/apt","667","3","0",NULL,NULL,"12","363","0"
"50339405","UPSCALE 2BR IN WOOLLOONGABBA, MINUTES TO CBD","156409670","Tushita","153","Woolloongabba","-27.49215","153.04202","Entire home/apt","493","3","0",NULL,NULL,"12","363","0"
"50386685","All Your Space Upstairs","232920858","Annie","114","Robertson","-27.56584","153.05322","Entire home/apt","180","3","0",NULL,NULL,"3","0","0"
"50529223","BRISBANE CBD 1BR@IVORY LANE, STROLL TO RIVER","156409670","Tushita","58","Fortitude Valley","-27.46082","153.03588","Entire home/apt","377","3","0",NULL,NULL,"12","363","0"
"50536524","An ideal accomodation(3 rooms available)","34357868","Rex","145","Wakerley","-27.47892","153.15761","Private room","360","3","0",NULL,NULL,"2","365","0"
"50537122","One private room with own bathroom","34357868","Rex","145","Wakerley","-27.47955","153.15622","Private room","150","2","0",NULL,NULL,"2","365","0"
"50624952","PRIVATE BALCONY & BREATHTAKING CITY VIEWS- 2BR","138649185","Apac","21","Brisbane City","-27.47005","153.02883","Entire home/apt","670","3","0",NULL,NULL,"39","363","0"
"50666991","The Palm Home*Courtyard* Lawn*Pets*Airport","402581840","Hollie","6","Ascot","-27.43002","153.07233","Entire home/apt","450","5","0",NULL,NULL,"5","181","0"
"54114093","Share or private room for rental","422415066","Nawaf","21","Brisbane City","-27.46463","153.03109","Private room","300","1","0",NULL,NULL,"1","358","0"
"564744504085501435","2 bed self contained unit. Excellent Location!","107558530","Angus","140","Toowong","-27.48207","152.99687","Entire home/apt","225","7","0",NULL,NULL,"1","157","0"
"580133806495918365","CORDELIA STRT, SOUTH BRISBANE- 1BR","156409670","Tushita","125","South Brisbane","-27.48054","153.0188","Entire home/apt","440","3","0",NULL,NULL,"12","363","0"
"582222627234022997","Furnished & Serviced 1 Bedroom near Brisbane River","138649185","Apac","2","Albion","-27.4405","153.04643","Entire home/apt","450","3","0",NULL,NULL,"39","363","0"
"584572159425768998","3 Bedroom Sky Apartment In Brisbane CBD","138649185","Apac","21","Brisbane City","-27.46732","153.02034","Entire home/apt","657","3","0",NULL,NULL,"39","363","0"
"590196788267140229","Chic 2BR w/h Gorgeous Views of the City","156409670","Tushita","21","Brisbane City","-27.47042","153.0263","Entire home/apt","634","3","0",NULL,NULL,"12","363","0"
"599355656736729025","Sunlight 2 bed., free parking, walk to Westfield","453079959","Lauren","31","Carina Heights","-27.49803982497485","153.09247265742448","Entire home/apt","179","30","0",NULL,NULL,"1","347","0"
"689500123097449924","1BR WITH VIEWS OF THE FAMOUS HOWARD SMITH WHARVES","138649185","Apac","21","Brisbane City","-27.46489","153.02981","Entire home/apt","499","3","0",NULL,NULL,"39","363","0"
"715624900240658778","Prime 1 Bedroom in Frog's Hollow, CBD","138649185","Apac","21","Brisbane City","-27.47133","153.02806","Entire home/apt","450","3","0",NULL,NULL,"39","363","0"
"715700343539600033","Brilliant 2 Bedroom Apartment in Brisbane","138649185","Apac","21","Brisbane City","-27.47247","153.02444","Entire home/apt","600","3","0",NULL,NULL,"39","363","0"
"715742017527934627","Terrific One Bedroom Apartment in Brisbane","138649185","Apac","74","Kangaroo Point","-27.47077","153.03649","Entire home/apt","350","3","0",NULL,NULL,"39","363","0"
"1140480815184303692","Modern with King Bed & Parking","105550361","Sarah","111","Red Hill (Qld)","-27.455147147935165","153.0095955821529","Entire home/apt","135","2","0",NULL,NULL,"6","257","0"
"781679161932162481","Kangaroo Point River Side","2710969","Ming","74","Kangaroo Point","-27.47432","153.03489","Entire home/apt","150","30","0",NULL,NULL,"3","181","0"
"1150591267949077414","Residency at 50 Carl Unit 303","576051755","Nisha","153","Woolloongabba","-27.50061044205777","153.03868226661425","Entire home/apt","400","3","0",NULL,NULL,"15","257","0"
"809811475323616932","Stunning Heritage 3 Bdrm Apart-3km CBD, City Views","49128857","Laetitia","9","Auchenflower","-27.47547932343182","152.99508960365625","Entire home/apt","186","90","0",NULL,NULL,"5","194","0"
"880079784491158539","Granny flat","512275114","Jojo","115","Rochedale - Burbank","-27.573503362097","153.1218911461564","Private room","200","1","0",NULL,NULL,"1","270","0"
"880264549768233703","""Red Gums"" - A Tranquil Escape","372880564","Jack","14","Belmont - Gumdale","-27.52054946396242","153.16920392105183","Entire home/apt","600","4","0",NULL,NULL,"1","232","0"
"887870495787054582","Vibrant 1BR/1BA Apt in Newstead!","87443788","Agapi","101","Newstead - Bowen Hills","-27.4531857","153.0415118","Entire home/apt","182","2","0",NULL,NULL,"1","20","0"
"902529661010104900","Mexican-Boho Sanctuary","453438143","Gabriela","94","Morningside - Seven Hills","-27.4639","153.0679","Private room","100","7","0",NULL,NULL,"1","68","0"
"904074638009202616","The Ricotta Factory","517655872","Nicole","99","New Farm","-27.459424545184344","153.0431753674591","Entire home/apt","2571","1","0",NULL,NULL,"1","91","0"
"904487856393899915","Spacious 3BR Apt w/ City Views, Spa Bath, King Bed","78924442","Lee And Bella","74","Kangaroo Point","-27.470390646281352","153.0386412667121","Entire home/apt","236","1","0",NULL,NULL,"228","291","0"
"907479057890022455","Brisbane CBD 5 star river view room & ensuite","28729038","Antony","21","Brisbane City","-27.464806742875332","153.03192899713417","Private room","250","2","0",NULL,NULL,"2","363","0"
"907503722546683909","Bali Hut","23395016","Colleen","93","Moreton Island","-27.077272027492448","153.36856099961642","Entire home/apt","270","1","0",NULL,NULL,"16","297","0"
"909258174702382800","Stylish apartment with skyline views","11070263","Marg","99","New Farm","-27.466440951900385","153.0413984854197","Entire home/apt","179","3","0",NULL,NULL,"1","38","0"
"911157584559244206","Entire Upper Floor 1 Bedroom","250782764","Debbie","6","Ascot","-27.4357","153.06845","Entire home/apt","192","2","0",NULL,NULL,"2","119","0"
"933870485804790980","Sharing apartment with me","438706203","Merry","39","Clayfield","-27.427506124218336","153.05096492171288","Private room","214","1","0",NULL,NULL,"3","365","0"
"936635412197431999","Celebrate 'n' Chill in the City","491379860","Selina","21","Brisbane City","-27.4719022","153.0249499","Entire home/apt","173","2","0",NULL,NULL,"2","10","0"
"937841931236566339","Affordable Spacious Queen & Single Suite w Pool","513838451","QLD Motel","74","Kangaroo Point","-27.480672852581716","153.03410611484838","Entire home/apt","181","1","0",NULL,NULL,"18","364","0"
"937939762343374353","Budget-Friendly Spacious Queen Suite w Pool","513838451","QLD Motel","74","Kangaroo Point","-27.480326175330863","153.035478503752","Entire home/apt","162","1","0",NULL,NULL,"18","363","0"
"945890932558849318","Master bedroom with own bathroom","160021169","Grant","61","Grange","-27.42484","153.01421","Private room","57","30","0",NULL,NULL,"4","295","0"
"951185942280090607","Spacious 1 bedroom Apartment with pool n balconies","378789480","Paola","105","Nundah","-27.405144149385485","153.0627900139125","Entire home/apt","115","1","0",NULL,NULL,"1","87","0"
"952438795158456238","Stunning Architectural Home","1482655","Nick","61","Grange","-27.425898765935553","153.01916807684333","Entire home/apt","619","3","0",NULL,NULL,"3","27","0"
"953066097530408634","Private Room","368109607","Janeeta","74","Kangaroo Point","-27.4759532","153.0356296","Private room","144","1","0",NULL,NULL,"1","90","0"
"1150595084680889805","Residency at 50 Carl Unit 305","576051755","Nisha","153","Woolloongabba","-27.500744943692464","153.03870492475698","Entire home/apt","320","3","0",NULL,NULL,"15","261","0"
"965431109806666587","Stylish Studio in the Heart of the City","279001183","MadeComfy","126","Spring Hill","-27.4624365","153.0306249","Entire home/apt","133","3","0",NULL,NULL,"93","357","0"
"965656982670930824","beautiful home in Brissie","30239604","Ana","94","Morningside - Seven Hills","-27.463751572239744","153.0669902670875","Private room","200","10","0",NULL,NULL,"1","90","0"
"966134452379108409","Dazzling Level 23 River View","385659725","Liz","107","Paddington - Milton","-27.468979910934667","153.00467086504244","Entire home/apt","500","1","0",NULL,NULL,"1","265","0"
"972145603662828174","Lovely family home Brisbane","213244103","Lize","18","Bridgeman Downs","-27.36984823126914","152.99249357826938","Entire home/apt","400","14","0",NULL,NULL,"1","181","0"
"973723037428251914","Apartment in West End","107107579","Eddy","147","West End","-27.487878874669953","153.0073128885845","Entire home/apt","110","1","0",NULL,NULL,"1","190","0"
"973765236121224659","Luxurious Two Bedroom Apartment","418493264","Anthony","125","South Brisbane","-27.47574157339364","153.01464145109776","Private room","160","1","0",NULL,NULL,"1","271","0"
"982365732231564440","Entire Apartment in Brisbane CBD","176731031","Saji","21","Brisbane City","-27.47026362991651","153.02652656721534","Entire home/apt","195","1","0",NULL,NULL,"1","54","0"
"1009189755857817719","Ultimate Spacious Family Home","24811166","Vanessa","92","Moorooka","-27.538673854709568","153.02986935802627","Entire home/apt","350","40","0",NULL,NULL,"1","174","0"
"1014348397826889786","S1 Motel","544240401","Irfan","66","Highgate Hill","-27.491760835176628","153.0221693452205","Private room","249","1","0",NULL,NULL,"2","270","0"
"1024476527485705443","Resort style living in Camp Hill","75527458","Tracey","27","Camp Hill","-27.4901813","153.065657","Entire home/apt","1000","7","0",NULL,NULL,"1","16","0"
"1150504539387437620","Residency at 50 Carl Unit 102","576051755","Nisha","153","Woolloongabba","-27.49946200544255","153.03731102782604","Entire home/apt","500","3","0",NULL,NULL,"15","247","0"
"1030256053332537692","Modish 2 Bedroom In 6 Mins Drive to CBD","138649185","Apac","78","Kelvin Grove - Herston","-27.4551846","153.0145279","Entire home/apt","860","3","0",NULL,NULL,"39","363","0"
"1035907391741322889","New big room with new bed & beddings","546593361","Angelina","132","Sunnybank Hills","-27.59478042278282","153.04691993124337","Private room","62","1","0",NULL,NULL,"9","268","0"
"1038579539595615531","Mansfield/Mt Gravatt East home","7380838","Kate","96","Mount Gravatt","-27.5340741","153.0939298","Entire home/apt","215","5","0",NULL,NULL,"1","90","0"
"1038909674561490752","Generous 2 BR in Cannon hill","138649185","Apac","28","Cannon Hill","-27.4674647","153.0823339","Entire home/apt","600","6","0",NULL,NULL,"39","364","0"
"1038909763530787401","Delight 2 BD Apartment Brisbane","138649185","Apac","153","Woolloongabba","-27.49831019779508","153.03811927434828","Entire home/apt","660","3","0",NULL,NULL,"39","364","0"
"1040872659657964210","Stunning 1 bedroom in Kangaroo Point","108083073","Urban Stays","74","Kangaroo Point","-27.47467386668107","153.03710148793112","Entire home/apt","119","21","0",NULL,NULL,"4","360","0"
"1040928261034715387","Brand new 5 bedroom House!","549846818","Cleos","158","Zillmere","-27.356607582388108","153.0453008091769","Entire home/apt","310","1","0",NULL,NULL,"1","182","0"
"1041527729672480118","# Cozy 2 BR City Apartment","29126659","Goldenfield Investment","126","Spring Hill","-27.46202042831049","153.02472564415928","Entire home/apt","209","3","0",NULL,NULL,"10","73","0"
"1043709558875320800","Cozy double room","10540789","Cristina Vanesa","49","East Brisbane","-27.48203381531137","153.0471434293467","Private room","85","14","0",NULL,NULL,"1","184","0"
"1051113714818382562","Serene Urban Retreat Room","310532869","Berenice","12","Bardon","-27.460348723873444","152.97791699651944","Private room","126","1","0",NULL,NULL,"1","270","0"
"1054153365916128338","Double room in Fortitude Valley","371477171","Cláudia","58","Fortitude Valley","-27.4565","153.03818","Private room","129","1","0",NULL,NULL,"2","94","0"
"1054898574252877277","New Farm Gem","477623153","Julie","99","New Farm","-27.467038","153.0427514","Private room","300","1","0",NULL,NULL,"1","270","0"
"1058759465859735913","Alex house X Excellent Location","543297605","Mark","108","Pallara - Willawong","-27.61664619739825","153.00406447128563","Entire home/apt","325","7","0",NULL,NULL,"1","216","0"
"1060413199416902691","Absolute riverfront, huge patio","34958070","Sarah","147","West End","-27.48139589290656","153.0013230536331","Entire home/apt","240","3","0",NULL,NULL,"1","77","0"
"1060592283228145357","Brisbane Airport Motel Room","554147452","Weiqing","6","Ascot","-27.43003","153.07468","Private room","359","1","0",NULL,NULL,"1","270","0"
"1061014973925324161","Resort style living near river","242127636","Kathryn","24","Bulimba","-27.445673519432813","153.06111602052755","Entire home/apt","515","3","0",NULL,NULL,"1","60","0"
"1061073990363432636","2 Bedroom Pavilion Apartment","554309038","Pavillion And Governor On Brookes","101","Newstead - Bowen Hills","-27.4497373","153.0355922","Entire home/apt","226","1","0",NULL,NULL,"4","247","0"
"1061220180997858912","Riverview High Level 2BD+1 Studio Apartment","97177917","Olivia","125","South Brisbane","-27.473957340258572","153.0146431263448","Entire home/apt","426","1","0",NULL,NULL,"81","306","0"
"1061235326058608472","16 mins to airport 6 mins to shop new renovation","483537488","Angel","94","Morningside - Seven Hills","-27.472871350028075","153.0766430940385","Entire home/apt","250","14","0",NULL,NULL,"8","23","0"
"1061241728449932508","Comfortable Apartment","554359069","Leon","74","Kangaroo Point","-27.476852483734","153.04021915714722","Private room","94","4","0",NULL,NULL,"1","210","0"
"1061829986891204061","City Chic Living w/ Sunset Views 2BD+1 Studio Apt","97177917","Olivia","125","South Brisbane","-27.472952862211528","153.0145812954041","Entire home/apt","482","2","0",NULL,NULL,"81","64","0"
"1062565991853734050","The Fijian Hospitality -  1 Brm Apt Secure Carpark","489806326","May","63","Hamilton (Qld)","-27.439700122222057","153.06893808251053","Entire home/apt","160","90","0",NULL,NULL,"2","181","0"
"1063401064611621215","Home away from home.","27929066","Penny","35","Chapel Hill","-27.50005446373111","152.94866049970815","Private room","109","2","0",NULL,NULL,"1","269","0"
"1063922150549073769","Quiet and Mins to CBD, Shops, Restaurants, Airport","81212827","Karyn","105","Nundah","-27.39988542934375","153.06865799414894","Entire home/apt","570","5","0",NULL,NULL,"1","37","0"
"1064132212120148378","Classic Teneriffe Woolstore","10440464","The Cohost","101","Newstead - Bowen Hills","-27.45918311196124","153.0487634776731","Entire home/apt","281","2","0",NULL,NULL,"25","160","0"
"1064207759974128037","Modern Victorian-Styled Holiday Home in Ashgrove","205431023","AirKeeper","7","Ashgrove","-27.434959742678405","152.988194029539","Entire home/apt","567","2","0",NULL,NULL,"23","334","0"
"1064719746568713517","One Bedroom Governor Apartment","554309038","Pavillion And Governor On Brookes","101","Newstead - Bowen Hills","-27.4508186","153.0358167","Entire home/apt","174","1","0",NULL,NULL,"4","262","0"
"1067089564204748185","Inner City 2BR with own bathroom","37377564","Chris","7","Ashgrove","-27.444412855733187","152.99573747862703","Private room","108","2","0",NULL,NULL,"3","205","0"
"1071361241769671920","Good vibes family home in Lutwyche","975084","Bianca","154","Wooloowin - Lutwyche","-27.421396168112196","153.03715297841293","Entire home/apt","224","7","0",NULL,NULL,"1","268","0"
"1072718287571581391","Room in executive area of Chapel Hill, QLD","410391842","Hamish","35","Chapel Hill","-27.496121834392408","152.9471820021261","Private room","136","1","0",NULL,NULL,"1","270","0"
"1150508271951361109","Residency at 50 Carl Unit 103","576051755","Nisha","153","Woolloongabba","-27.5009236883537","153.03747819666083","Entire home/apt","400","3","0",NULL,NULL,"15","261","0"
"1074083934457669949","Apartment in the City Centre","480132115","Jude","21","Brisbane City","-27.4717636","153.0277115","Entire home/apt","180","1","0",NULL,NULL,"1","33","0"
"1074485607496271248","One Bedroom with Wifi & pool","161218980","Kangaroo Point Real Estate","74","Kangaroo Point","-27.46969605587237","153.0368963190858","Entire home/apt","155","5","0",NULL,NULL,"24","260","0"
"1075585415972149409","Suits for Family stay 2 bedroom","2318421","Bell","9","Auchenflower","-27.475117956031927","153.00246724081575","Entire home/apt","228","2","0",NULL,NULL,"4","246","0"
"1075777135709872011","Self-contained Guest house (Granny Flat)","137949684","Srinivas","154","Wooloowin - Lutwyche","-27.4148464","153.0450433","Entire home/apt","121","1","0",NULL,NULL,"1","268","0"
"1080080801429693102","Urban Riverside Escape at Cultural Centre Precinct","106436754","Yorke","125","South Brisbane","-27.47114773948037","153.01504002174562","Entire home/apt","288","1","0",NULL,NULL,"23","47","0"
"1080293095258550249","Nice and quiet apartment","428343813","Lilian","5","Annerley","-27.52195249884728","153.02658406632213","Entire home/apt","185","1","0",NULL,NULL,"1","216","0"
"1086129684850783253","Beautiful Brisbane Basecamp","113006497","Andrew","104","Nudgee - Banyo","-27.373400292479587","153.08079570769016","Private room","60","21","0",NULL,NULL,"4","270","0"
"1086141227215210960","Rainbow Rainforest","113006497","Andrew","104","Nudgee - Banyo","-27.372188812546582","153.08126422981016","Private room","60","21","0",NULL,NULL,"4","244","0"
"1086151265497130766","Peaceful Unique Shared Home","113006497","Andrew","104","Nudgee - Banyo","-27.37347","153.08086","Private room","60","21","0",NULL,NULL,"4","338","0"
"1089391594022224442","Spacious Family Friendly House","52837961","Kelly","19","Brighton (Qld)","-27.308318851132174","153.05241856828877","Entire home/apt","265","7","0",NULL,NULL,"1","145","0"
"1090729060495958561","Easy East Brisbane, Free Parking, Sleeps 4","271071073","Kezzi","49","East Brisbane","-27.47934503675985","153.04191988465575","Entire home/apt","150","1","0",NULL,NULL,"12","165","0"
"1090919727352818648","Bayside Bliss","33488214","Claire","155","Wynnum","-27.44648","153.18026","Entire home/apt","147","1","0",NULL,NULL,"1","74","0"
"1090947909307285158","Independent luxurious house close to high way","484338226","Emma","115","Rochedale - Burbank","-27.57188907041696","153.1195988127396","Entire home/apt","209","4","0",NULL,NULL,"9","35","0"
"1092328035164517909","Oasis close to train and airport","197565633","Alana","104","Nudgee - Banyo","-27.37363211757813","153.0738583234479","Entire home/apt","115","28","0",NULL,NULL,"1","17","0"
"1092370577891885479","Groups | Acreage | 9 Bedrooms | Pool | Sleeps 16","46505576","Brookfield Retreat","23","Brookfield - Kenmore Hills","-27.509847723270905","152.92284862562684","Entire home/apt","2671","1","0",NULL,NULL,"4","256","0"
"1094394633733891387","Sophisticated 2-Bed Home With Alfresco Dining","279001183","MadeComfy","58","Fortitude Valley","-27.45122271548963","153.03885165957823","Entire home/apt","196","3","0",NULL,NULL,"93","357","0"
"1096003728222163476","Hideaway at Brookfield Acreage Tennis Court Pool","21271325","Ruchi","23","Brookfield - Kenmore Hills","-27.513320248201666","152.90997649386026","Entire home/apt","503","2","0",NULL,NULL,"2","16","0"
"1096044393380657881","Aspen House (SEQ) - 5 bedroom 2 bathroom","69434871","Cindy","32","Carindale","-27.5307329","153.1196174","Entire home/apt","450","90","0",NULL,NULL,"9","270","0"
"1098901648184844839","Luxury 5 bedroom house in Hendra","64470165","Lisa","65","Hendra","-27.421786682220137","153.0688691276764","Entire home/apt","1143","3","0",NULL,NULL,"1","205","0"
"1099145007562614294","Nice small apartment","100576017","Keagan","62","Greenslopes","-27.50051508811131","153.04568233540525","Entire home/apt","139","1","0",NULL,NULL,"2","265","0"
"1099680364042498612","Luxurious Penthouse River Views","110044208","Kate Luxury Stays","74","Kangaroo Point","-27.4751255","153.0380299","Entire home/apt","937","2","0",NULL,NULL,"1","210","0"
"1100506310773885072","2 bedrooms in Queenslander house","521291847","Queenslander","117","Rocklea - Acacia Ridge","-27.545167377581755","153.01271629151103","Entire home/apt","200","1","0",NULL,NULL,"8","270","0"
"1101215617857532152","Peaceful place to live","563831690","Sagar","158","Zillmere","-27.35730523769567","153.03663779268942","Entire home/apt","320","1","0",NULL,NULL,"2","271","0"
"1106201232932528853","Stylish 6BR Family-friendly House @ Stretton","97177917","Olivia","25","Calamvale - Stretton","-27.616197810266033","153.06283323244566","Entire home/apt","605","2","0",NULL,NULL,"81","83","0"
"1106856669112921219","Superior One Bedroom Apartment","565796606","Expandnet Leisure Pty","21","Brisbane City","-27.46665613479279","153.0191926145105","Entire home/apt","260","1","0",NULL,NULL,"3","178","0"
"1106856879135011305","Sleek City Apartment with Parking and Balcony","279001183","MadeComfy","101","Newstead - Bowen Hills","-27.45399390870112","153.0431797013746","Entire home/apt","191","3","0",NULL,NULL,"93","332","0"
"1106862110600377060","Deluxe One Bedroom Apartment","565796606","Expandnet Leisure Pty","21","Brisbane City","-27.465885750439774","153.01830328318337","Entire home/apt","350","1","0",NULL,NULL,"3","178","0"
"1107479353419253449","Stylish New Farm Apt w/ Large Balcony & Car Park","78924442","Lee And Bella","99","New Farm","-27.46542502549194","153.04443901936966","Entire home/apt","153","1","0",NULL,NULL,"228","358","0"
"1110513489727452262","Great Place for a female","67145911","Kaushalya","108","Pallara - Willawong","-27.606329977109468","153.01640028227","Private room","50","1","0",NULL,NULL,"1","185","0"
"1111104860985305513","Entire 1 Bedroom! Large Garage! Park Views!","525145710","Smart-Suites","117","Rocklea - Acacia Ridge","-27.5525953","153.0179094","Entire home/apt","150","1","0",NULL,NULL,"66","130","0"
"1132982466900617277","City Comfort: 1-Bed Apt with Pool &  Free Parking","482165605","Dan","125","South Brisbane","-27.474738188417692","153.0149856778605","Entire home/apt","169","1","0",NULL,NULL,"13","296","0"
"1116278163328662220","Queenslander house","567993924","Raquel","102","Norman Park","-27.47671262499891","153.05833144689953","Private room","140","1","0",NULL,NULL,"2","155","0"
"1116520435855008569","The dreams 2","221786140","Victoria","81","Kuraby","-27.600376389086385","153.10019084963506","Private room","75","2","0",NULL,NULL,"17","247","0"
"1117053842437237563","Cozy room with private bathroom","24390498","Ye","118","Runcorn","-27.608881752031564","153.06487780453065","Private room","72","1","0",NULL,NULL,"1","270","0"
"1117080411227534639","Teneriffe trip","255865082","Edie","101","Newstead - Bowen Hills","-27.45881119290069","153.04995010210453","Entire home/apt","250","2","0",NULL,NULL,"1","268","0"
"1117729583216277756","10 mins to city breathtaking view","483537488","Angel","69","Holland Park West","-27.53039837586207","153.06204591015933","Entire home/apt","350","60","0",NULL,NULL,"8","320","0"
"1119757180147768550","House near Hospital and Uni","555438229","Simon","131","Sunnybank","-27.5737401","153.0515121","Entire home/apt","228","2","0",NULL,NULL,"1","144","0"
"1120248229717652965","1-3 people En-suite flexible room R5","568864506","Sophie","125","South Brisbane","-27.48345460081177","153.020478538808","Private room","132","2","0",NULL,NULL,"6","271","0"
"1121276535483326686","Heavenly 2 bed Home Among the Gum trees with pool","437754137","Anissa","42","Coorparoo","-27.50932889959253","153.06971923174078","Entire home/apt","228","5","0",NULL,NULL,"9","161","0"
"1136623107470710893","Hot SPA with free parking walk to shop/ bus/train","483537488","Angel","21","Brisbane City","-27.4623301","153.0325566","Entire home/apt","180","21","0",NULL,NULL,"8","28","0"
"1124839693457056758","Bardon Retreat","180491550","Yasemin","12","Bardon","-27.45708645141842","152.98060111816392","Entire home/apt","900","7","0",NULL,NULL,"2","214","0"
"1125750399110587259","Designer Grade Steps from Fish Lane","487377549","Emiliano","125","South Brisbane","-27.47310406129932","153.01540515311174","Entire home/apt","161","3","0",NULL,NULL,"1","132","0"
"1125856429856445604","Luxury Family Home in Paddington","15318245","Helen","107","Paddington - Milton","-27.457569416434715","153.00493280320083","Entire home/apt","950","3","0",NULL,NULL,"1","89","0"
"1125998264771777038","Peaceful Paradise","21266571","Bobby","34","Carseldine","-27.3502988","153.0288396","Entire home/apt","200","1","0",NULL,NULL,"1","85","0"
"1126245478037291611","O'Connor House (SEQ) - 4 bedroom 2 bathroom","69434871","Cindy","88","Mansfield (Qld)","-27.53373177835017","153.10738274387066","Entire home/apt","385","90","0",NULL,NULL,"9","271","0"
"1126313264949496738","Modern 1-Bedroom in Newstead","257276367","Charlotte","101","Newstead - Bowen Hills","-27.45242","153.04318","Entire home/apt","120","28","0",NULL,NULL,"1","79","0"
"1126494652247015291","Bardon Stay","180491550","Yasemin","12","Bardon","-27.45885643278573","152.9806297911804","Entire home/apt","153","3","0",NULL,NULL,"2","308","0"
"1126531678741817320","Second to none A/c WI-FI SmartTV","127162440","R","131","Sunnybank","-27.579928071282005","153.05349272154788","Entire home/apt","128","1","0",NULL,NULL,"4","270","0"
"1127147654936328538","Ultra Relaxing 1BR Poolside Oasis","568310050","Ryan","58","Fortitude Valley","-27.460667347762037","153.0330161148322","Private room","240","2","0",NULL,NULL,"3","2","0"
"1127235289495925465","2-Bed City Abode with Swimming Pool, Gym & Views","279001183","MadeComfy","126","Spring Hill","-27.46395","153.02797","Entire home/apt","239","3","0",NULL,NULL,"93","330","0"
"1127393945512036139","Terrace Luxe Escapes","570539684","Juan Esteban","99","New Farm","-27.46049640529216","153.0424228152952","Private room","100","1","0",NULL,NULL,"1","90","0"
"1127399550556989393","3 Bedroom house in Boondall 15 min drive -Airport","500706403","Raj","16","Boondall","-27.359792759926613","153.0607295036316","Entire home/apt","185","3","0",NULL,NULL,"1","355","0"
"1127967678740375407","Prime locale 3BDR Artists Home","56285226","Tim","69","Holland Park West","-27.52194798620157","153.05964350830703","Entire home/apt","335","1","0",NULL,NULL,"4","16","0"
