"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"37380","Handy to Brisbane Airport","161432","Ann",NULL,"Wavell Heights","-27.39613","153.05249","Entire home/apt","220","3","47","2024-05-23","0.34","2","321","13",NULL
"277913","SELF-CONTAINED APART., SOLAR,WI-FI,SHOPPING CENTER","1450636","Jean-Marc",NULL,"Upper Mount Gravatt","-27.5615","153.08549","Entire home/apt","70","5","149","2024-05-26","1.01","1","119","19",NULL
"325029","Sunny Home - 2 Bed & Deck","1564865","Roge",NULL,"West End","-27.48294","153.0108","Entire home/apt","243","2","186","2024-05-27","1.82","2","73","15",NULL
"468726","Near the city By the river Close to UQ, Milton","2318421","Bell",NULL,"Auchenflower","-27.47546","153.00183","Entire home/apt",NULL,"2","21","2024-03-03","0.15","4","354","3",NULL
"469007","Nice Room in Large Homely Residence","2328120","Peter",NULL,"Rocklea - Acacia Ridge","-27.59141","153.04508","Private room","55","2","55","2024-02-29","0.38","1","157","3",NULL
"472661","Riverview, near Brisbane City ,","2318421","Bell",NULL,"Paddington - Milton","-27.47424","153.0022","Entire home/apt",NULL,"2","27","2022-07-09","0.2","4","219","0",NULL
"500965","FAMILY 3-bedroom Brisbane City Apartment","2471742","Albert",NULL,"Spring Hill","-27.46281","153.03009","Entire home/apt",NULL,"4","125","2024-02-17","1.03","4","0","10",NULL
"540583","Room 1 A room, a home a place to stay/base","2656870","Carol",NULL,"Riverhills","-27.56106","152.90842","Private room","37","1","377","2024-05-27","4.38","2","289","80",NULL
"554438","Tarragindi Airbnb 2 bedroom 1 bath","2725619","Andrea",NULL,"Tarragindi","-27.53652","153.04888","Private room","200","5","137","2023-06-23","0.94","5","352","2",NULL
"624126","Spacious 2BR  unit– 5 Min Walk Convention Centre","127135","Jan",NULL,"South Brisbane","-27.4781","153.01814","Entire home/apt","288","3","295","2024-05-27","2.05","1","55","29",NULL
"641140","Studio Apartment **** Brisbane CBD","3202696","Peter",NULL,"Spring Hill","-27.46342","153.02809","Entire home/apt","150","4","139","2024-02-20","0.97","14","313","4",NULL
"685296","2 Bedroom 2 bathroom City Apartment","3202696","Peter",NULL,"Brisbane City","-27.46372","153.02964","Entire home/apt","209","4","152","2024-04-16","1.14","14","312","7",NULL
"720741","Beautiful Suburban Acreage","2710969","Ming",NULL,"Rochedale - Burbank","-27.56861","153.13671","Private room","85","1","31","2023-11-06","1.19","3","365","6",NULL
"754266","Great House in the City Centre 1","3968712","Nancy",NULL,"Spring Hill","-27.46249","153.02234","Private room","100","90","29","2016-10-29","0.21","2","365","0",NULL
"774997","Studio Apartment in Brisbane CBD","3202696","Peter",NULL,"Spring Hill","-27.46318","153.02912","Entire home/apt","150","5","140","2024-05-21","1.02","14","305","12",NULL
"938653","Brisbane CBD - Close to Everything","5070129","Jo",NULL,"Spring Hill","-27.46112","153.02605","Private room",NULL,"2","43","2022-07-08","0.31","1","0","0",NULL
"964597","Great House in the City Centre 2","3968712","Nancy",NULL,"Spring Hill","-27.46428","153.02368","Private room","100","90","12","2015-10-09","0.09","2","365","0",NULL
"1090129","Lone Pine Retreat - comfortable home, pets welcome","5989897","Kate",NULL,"Enoggera","-27.4316","152.98991","Entire home/apt","170","2","103","2024-05-25","0.79","3","337","12",NULL
"1295223","Stylish 2 Bedroom Unit - Aircon WiFi Phone","7043053","Dianne",NULL,"Morningside - Seven Hills","-27.47118","153.0743","Entire home/apt","180","3","152","2024-05-21","1.15","1","300","14",NULL
"1314106","New Farm Brisbane, Inner City Suburb","7141160","Jean",NULL,"New Farm","-27.46325","153.04332","Private room","116","1","503","2024-05-24","4.19","1","64","124",NULL
"1430137","Valley room with private courtyard","4967480","Rowan",NULL,"Fortitude Valley","-27.4568","153.03356","Private room","85","2","281","2024-05-22","2.14","3","35","41",NULL
"1442705","2 bedroom apartment in leafy suburb","7746724","Karen",NULL,"Kenmore","-27.51136","152.93874","Entire home/apt",NULL,"7","47","2024-05-22","0.44","3","164","7",NULL
"1479909","The Heart of South Bank","6509735","Alex N Rhonda",NULL,"South Brisbane","-27.47838","153.02295","Private room","145","3","65","2024-05-20","0.5","1","127","2",NULL
"1530759","Brisbane Townhouse on the outskirts of the City.","8165214","Christine",NULL,"Yeronga","-27.51997","153.02713","Entire home/apt","160","3","149","2024-05-20","1.14","1","302","20",NULL
"1563394","Charming Room in heart of West End","8318402","Paula",NULL,"West End","-27.48153","153.01052","Private room","75","5","87","2024-03-14","0.66","1","44","14",NULL
"1607503","Rooms in Brisbane Northside","8562626","Steve",NULL,"Boondall","-27.35174","153.06623","Private room","65","2","5","2020-05-09","0.05","1","77","0",NULL
"1661593","Riverfront 3bd 2ba - Long stay discount available","9131552","Mimi",NULL,"Kangaroo Point","-27.46927","153.03663","Entire home/apt","390","2","242","2024-05-19","1.95","1","260","42",NULL
"1956005","Bardon Oasis-Whole House & great deck to yourself","10109943","Shaktiprem",NULL,"Bardon","-27.454797072003768","152.9815149050332","Entire home/apt","125","6","21","2024-03-25","0.22","2","147","3",NULL
"1963332","Spacious double room modern house","10144106","Jenny",NULL,"Sherwood","-27.53158","152.98865","Private room","100","14","1","2015-12-06","0.01","2","157","0",NULL
"1963513","Stay on Q. Central location- Gabba","10144784","Jennifer",NULL,"Woolloongabba","-27.49379","153.03969","Entire home/apt","115","2","528","2024-05-28","4.35","2","281","63",NULL
"1971015","Lambert House, City Luxury, Sleeps 16","4206298","Jennifer",NULL,"Kangaroo Point","-27.47584","153.03825","Entire home/apt","700","28","8","2020-03-04","0.08","18","266","0",NULL
"1995240","Bright Fortitude Valley room","4967480","Rowan",NULL,"Fortitude Valley","-27.45737","153.03524","Private room","71","2","243","2024-05-08","1.9","3","14","5",NULL
"2047494","Self contained apartment in Toowong","10496579","Pam",NULL,"Toowong","-27.48082","152.98409","Entire home/apt","129","2","267","2024-05-26","2.11","1","325","16",NULL
"2194081","Quiet & Cosy Unit","11190102","Coral",NULL,"Aspley","-27.36883","153.03581","Private room","65","1","294","2024-05-20","2.34","1","69","51",NULL
"2233834","Brisbane Warehouse Apartment CBD 2Bd 2Bath parking","11403501","Dal",NULL,"Brisbane City","-27.46328","153.03009","Entire home/apt","277","2","201","2024-05-20","1.64","1","246","20",NULL
"2285471","Self contained Garden Suite with pool access","11501087","Alexandra",NULL,"Taringa","-27.49176","152.97246","Entire home/apt","110","2","76","2024-05-26","0.63","1","121","44",NULL
"2357039","Cosy 1bed in Fortitude Valley - FREE Parking","9604456","Julie-Anne",NULL,"Fortitude Valley","-27.45973","153.03149","Entire home/apt","131","2","526","2024-05-22","8.53","1","36","85",NULL
"2401148","Light, Bright private and Central","12271060","Anne",NULL,"Highgate Hill","-27.4871","153.01316","Entire home/apt","120","3","25","2017-09-09","0.2","1","0","0",NULL
"2407018","Garden Flat - Great Location","11558462","Kevin",NULL,"West End","-27.48716","153.0045","Entire home/apt","65","14","221","2024-04-03","1.78","1","186","8",NULL
"2441703","StayonQ Central location-Gabba & PAH","10144784","Jennifer",NULL,"Woolloongabba","-27.49176","153.03755","Entire home/apt","160","2","409","2024-05-23","3.31","2","296","28",NULL
"2443646","3 bedroom Family Friendly Home, Fairfield 4103","2626196","Trevor",NULL,"Fairfield - Dutton Park","-27.50837","153.01883","Entire home/apt","175","4","4","2018-04-13","0.03","1","75","0",NULL
"2462135","River view apartment for longer stays","12592196","Jan & Chris",NULL,"West End","-27.48805","153.00561","Entire home/apt","180","60","17","2024-01-30","0.14","2","157","3",NULL
"2489606","Apartment in Paddington","7366474","Michele",NULL,"Paddington - Milton","-27.46573","153.00056","Entire home/apt","150","3","303","2024-06-02","3.05","1","173","23",NULL
"2587898","Windsor Cosy Cottage","13251310","David Andrew",NULL,"Windsor","-27.44092","153.03377","Private room","80","2","4","2017-12-07","0.03","1","362","0",NULL
"2732655","Inner City Haven Enviro-Luxury - with free Parking","6221440","Phil",NULL,"Spring Hill","-27.46035","153.02618","Entire home/apt","241","2","349","2024-05-21","3.1","1","63","28",NULL
"2804936","Chill Camp Hill","14348626","Tracey",NULL,"Camp Hill","-27.49103","153.06873","Entire home/apt","385","10","100","2024-06-03","0.83","5","69","7",NULL
"3106175","Luxury Student Accommodation","15792496","Brian",NULL,"Woolloongabba","-27.49048","153.03535","Shared room","35","180","0",NULL,NULL,"1","365","0",NULL
"3147546","Cute, sunny room","795628","Liz",NULL,"Coorparoo","-27.48945","153.05604","Private room","100","2","0",NULL,NULL,"1","358","0",NULL
"3186758","Blue Moon Beach House","15546129","Helen",NULL,"Moreton Island","-27.18021","153.37491","Entire home/apt","514","4","61","2023-01-29","0.51","1","259","0",NULL
"3516001","Private room with en-suite bathroom & balcony","17703682","Simona",NULL,"Newmarket","-27.43562","153.00949","Private room","75","3","77","2024-05-20","2.56","1","53","36",NULL
"3586293","Stunning, new Bayside apartment","17892744","Harold",NULL,"Manly - Lota","-27.45799","153.18196","Private room","1000","1","2","2015-12-29","0.02","1","91","0",NULL
"3730528","Manly Garden Home at Moreton Bay","16354288","Dr. Barbara",NULL,"Manly West","-27.4702","153.16399","Entire home/apt","182","2","305","2024-05-28","2.57","1","225","27",NULL
"3768058","2 Bedroom/ 2 bathroom Spacious Apartment","3202696","Peter",NULL,"Spring Hill","-27.46146","153.02817","Entire home/apt","209","4","46","2024-04-20","0.4","14","325","2",NULL
"3916092","Hawthorne on the Park","14348626","Tracey",NULL,"Hawthorne","-27.4647","153.06119","Entire home/apt","330","10","65","2024-01-09","0.56","5","41","2",NULL
"4025665","Chic Master in Brisbane's Oasis","20194687","Dongliang",NULL,"Robertson","-27.560796098232725","153.05312635320155","Private room","58","60","1","2024-01-06","0.19","1","88","1",NULL
"4080734","TOOWONG - TO LET!","11895235","Valma",NULL,"Toowong","-27.48529","152.97907","Private room","55","2","1","2015-08-11","0.01","4","188","0",NULL
"4085109","LUXURY garden townhouse in WEST END","21146791","Mark",NULL,"West End","-27.48206","153.0105","Entire home/apt","140","3","303","2024-05-27","2.56","2","217","37",NULL
"4113315","Self-Contained Private Large Room With Ensuite","21154841","Melanie",NULL,"Morningside - Seven Hills","-27.47393","153.07338","Private room","77","2","99","2024-05-05","0.84","1","345","25",NULL
"4114318","LUXURY top level townhouse WEST END","21146791","Mark",NULL,"West End","-27.48217","153.01025","Entire home/apt","150","3","234","2024-05-20","2.07","2","128","31",NULL
"4211565","Brisbane/Paddington Studio","20535575","Peter",NULL,"Paddington - Milton","-27.46235","153.00734","Entire home/apt","142","2","365","2024-05-23","3.1","1","80","42",NULL
"4219392","Green Gables Auchenflower","9411528","Ian",NULL,"Auchenflower","-27.47618","152.99905","Entire home/apt",NULL,"2","29","2020-01-30","0.25","2","365","0",NULL
"4242437","Spacious green Moorooka sanctuary near city","326582","Shirley",NULL,"Moorooka","-27.53648","153.03352","Entire home/apt","98","2","152","2024-06-02","1.38","1","130","23",NULL
"4307428","large Character home with City views","22359640","Djamel",NULL,"Annerley","-27.51876","153.03627","Entire home/apt","950","5","11","2021-01-07","0.11","1","35","0",NULL
"4345451","Cosy Cottage in Camp Hill - pet friendly","11744773","Joanna",NULL,"Camp Hill","-27.48848","153.0688","Entire home/apt","123","3","134","2024-04-24","1.19","1","230","16",NULL
"4366414","Tara's place-Gabba Apartment","22664598","Tara",NULL,"Woolloongabba","-27.48661","153.03552","Entire home/apt","127","3","142","2024-05-28","2.05","2","129","24",NULL
"4424291","Large private room & desk in large inner city home","6123236","Jo",NULL,"Wooloowin - Lutwyche","-27.42416","153.03589","Private room","79","2","114","2024-05-19","1.01","1","327","16",NULL
"4449006","Inner city, family friendly, green space","22588581","Louise",NULL,"West End","-27.48595123743632","153.00749622021155","Private room","55","2","181","2024-05-29","1.56","1","41","28",NULL
"4497228","STUNNING TROPICAL OASIS","6827017","Jack",NULL,"Wooloowin - Lutwyche","-27.41571","153.04683","Entire home/apt","530","1","189","2024-05-19","1.65","3","308","26",NULL
"4504156","Contemporary sunny Queenslander with lots to offer","23359237","Barry",NULL,"Kelvin Grove - Herston","-27.44951","153.00802","Private room",NULL,"2","241","2024-05-01","2.08","1","0","37",NULL
"4514939","Guest Room - Queen Bedroom","10400335","Clint",NULL,"Indooroopilly","-27.50335","152.97411","Private room","120","1","0",NULL,NULL,"1","365","0",NULL
"4533408","Moreton Island Accommodation for up to 10 guests","23505999","Wolfgang",NULL,"Moreton Island","-27.17898","153.37597","Entire home/apt","711","4","34","2024-01-13","0.32","3","212","2",NULL
"4536021","Large House 9m pool stroll restaurants, train, bus","111896338","Alex",NULL,"Morningside - Seven Hills","-27.47054","153.06565","Entire home/apt","285","7","40","2024-05-20","0.35","1","171","6",NULL
"4559417","Bardon Bed & Breakfast - Blue Room","23637504","Zoe And Bruce",NULL,"Bardon","-27.44954","152.98541","Private room","78","2","37","2023-08-14","0.35","3","34","3",NULL
"4561268","Bardon Bed & Breakfast -Green Room","23637504","Zoe And Bruce",NULL,"Bardon","-27.44959","152.98529","Private room","73","3","83","2024-05-10","0.78","3","71","34",NULL
"4609151","Quiet New Farm  Studio Unit in leafy street","23882799","Ruby + Anee",NULL,"New Farm","-27.47077","153.04656","Entire home/apt","123","3","187","2024-05-17","2.58","1","61","19",NULL
"4632153","All you need: Best Value,Quality AC RM,Close 2 CBD","1422218","Efrat",NULL,"West End","-27.48268","153.00562","Private room","88","180","90","2021-07-23","0.79","2","254","0",NULL
"4689408","TOOWONG?? TOO RIGHT!!","11895235","Valma",NULL,"Toowong","-27.48395","152.98041","Private room","50","2","14","2024-02-17","0.52","4","225","10",NULL
"4689603","TOOWONG! TOO GOOD TO BE TRUE!!","11895235","Valma",NULL,"Toowong","-27.48557","152.97999","Private room","50","2","14","2024-04-24","0.51","4","203","1",NULL
"4710371","Lovely Home Close to CBD + Suncorp Stad + Air-Con","23470100","Margo",NULL,"Bardon","-27.4654","152.99032","Private room","165","2","42","2024-05-20","0.37","1","87","10",NULL
"4797873","Comfortable Studio Unit in great Location","14428291","Christine",NULL,"Spring Hill","-27.46357","153.02683","Entire home/apt","120","2","204","2024-05-24","1.78","2","299","52",NULL
"4851708","TADPOLES' RETREAT - A Sleeman Competitors' Fav","4661694","Donna",NULL,"Belmont - Gumdale","-27.49532099192468","153.1573229661846","Entire home/apt","130","2","329","2024-05-19","2.87","1","248","46",NULL
"4868382","Annerley Abode","25042192","Ruth",NULL,"Annerley","-27.51624","153.02825","Entire home/apt","140","1","60","2024-05-25","3.33","2","98","39",NULL
"4958434","Modern townhouse with pool and gym","10144106","Jenny",NULL,"Sherwood","-27.53212","152.98932","Private room","79","2","164","2024-05-26","1.43","2","86","22",NULL
"4966443","Greenslopes Hospital garden flat","3288516","Kelly",NULL,"Coorparoo","-27.50371","153.05345","Entire home/apt","150","4","94","2024-05-13","0.82","1","299","13",NULL
"4976424","Kenmore Cottage - feel at home","24959316","Lisa And Peter",NULL,"Kenmore","-27.51116","152.92796","Entire home/apt","120","2","114","2024-05-06","1.07","1","309","26",NULL
"5016278","Mountain view inner city townhouse secured complex","22435770","Summer",NULL,"Mount Gravatt","-27.53069","153.07682","Entire home/apt","268","3","65","2024-05-10","0.57","1","275","4",NULL
"5021803","Luxurious private room with ensuite","23125742","Brian (& Marie)",NULL,"Balmoral","-27.45627","153.06482","Private room","185","1","12","2022-08-04","0.11","2","230","0",NULL
"5034187","Modernist tree house with views","25987888","Jeremy",NULL,"Bardon","-27.47044","152.9881","Entire home/apt","111","2","63","2024-05-25","0.67","1","152","21",NULL
"5107368","Self contained studio near CBD & Suncorp Stadium","26392068","David",NULL,"Paddington - Milton","-27.4678","153.01029","Private room","119","2","179","2024-05-20","1.58","1","161","40",NULL
"5137002","5 Star - 2 Bdrm Inner Nth City Apt","8739346","Ben",NULL,"Clayfield","-27.4251","153.05116","Entire home/apt","230","20","43","2024-03-30","0.38","2","215","2",NULL
"5289258","2 BEDROOMS IN QUIET PRIVATE HOME/WIFI/FREE PARKING","15841468","Hana",NULL,"Everton Park","-27.39798","152.99182","Entire home/apt","131","2","51","2024-01-26","0.45","2","65","3",NULL
"5319764","Elegant fully restored 25ft 1950's Vintage Caravan","27549387","Justin",NULL,"Paddington - Milton","-27.46173","152.9921","Entire home/apt","140","2","39","2024-04-29","0.46","1","326","7",NULL
"5348291","A stroll across the parks to UQ","10375492","Ruben",NULL,"Fairfield - Dutton Park","-27.50431","153.02671","Private room","47","2","30","2019-01-19","0.27","1","157","0",NULL
"5349762","Feels like a treehouse!","27727175","Storm",NULL,"Moorooka","-27.528789520263672","153.022705078125","Private room","75","4","26","2023-09-14","0.24","2","39","4",NULL
"5356680","Modern Studio & Spa Ten Minutes to Airport and CBD","27768238","Tess",NULL,"Wooloowin - Lutwyche","-27.42011","153.04257","Entire home/apt","148","1","818","2024-05-27","7.26","1","342","75",NULL
"5433952","TOOWONG - STUDIO APARTMENT","11895235","Valma",NULL,"Toowong","-27.48519","152.98024","Entire home/apt","80","2","44","2024-06-01","0.52","4","278","17",NULL
"5449953","Private Courtyard & Deck, Airport 15 min,City 3km","21702754","Natasha",NULL,"Kelvin Grove - Herston","-27.445766550241263","153.0125852273445","Private room","70","3","65","2024-05-26","0.58","3","17","11",NULL
"5652233","Guesthouse","25513309","Jennifer",NULL,"Brighton (Qld)","-27.30538","153.06422","Private room","130","2","1","2024-04-29","0.75","1","37","1",NULL
"5713278","1 bedroom in Holland Park","14150625","Andrew",NULL,"Holland Park","-27.52332","153.07533","Private room","101","1","1","2024-04-08","0.49","1","212","1",NULL
"5785772","West End Studio 5","13975073","Craig",NULL,"West End","-27.48307","153.00602","Entire home/apt","145","2","247","2020-03-20","2.22","2","253","0",NULL
"5825472","Spacious, comfortable room in family home","30237661","Pam",NULL,"Mansfield (Qld)","-27.54374","153.10469","Private room","65","3","94","2024-05-18","0.86","1","315","12",NULL
"5917644","Private one bedroom with a view","24786618","Sanjaya",NULL,"Chapel Hill","-27.50345","152.96036","Private room","40","7","75","2024-04-23","0.79","1","105","5",NULL
"6057106","Modern Luxury in Ageless Woolstore - Teneriffe","10878333","Rebecca",NULL,"Newstead - Bowen Hills","-27.45921","153.04911","Entire home/apt","217","1","46","2024-04-12","2.23","1","263","22",NULL
"6080856","Large light room with large desk","25774157","Ruby",NULL,"West End","-27.48355","153.00611","Private room","63","1","50","2024-06-02","0.46","4","351","6",NULL
"6096812","3 Bed / 2.5 bath townhouse in leafy New Farm","4614808","David & Sue",NULL,"New Farm","-27.46552","153.04733","Entire home/apt","500","7","2","2023-01-01","0.02","1","174","0",NULL
"6097266","Family house in Manly village","30827059","John",NULL,"Manly - Lota","-27.45383","153.18288","Entire home/apt","860","6","2","2018-01-10","0.03","1","122","0",NULL
"6189062","Chic Kangaroo Point Cliff Apartment","9043526","Nguyet",NULL,"Kangaroo Point","-27.48266","153.03342","Entire home/apt","190","90","56","2024-05-07","0.51","2","269","3",NULL
"6250046","CBD Fringe - River & City Views!","32459886","Darren",NULL,"Brisbane City","-27.46751","153.01717","Entire home/apt","120","5","106","2024-04-26","1","1","187","10",NULL
"6267867","Beautiful Cottage inner city perfect for kids","20283058","Jessica",NULL,"Greenslopes","-27.50535774230957","153.04400634765625","Entire home/apt",NULL,"4","9","2024-03-30","0.08","2","0","1",NULL
"6281479","Southside Home - Cozy&Clean (Female Only)","32632050","Michelle",NULL,"Eight Mile Plains","-27.57321","153.08938","Private room","70","3","40","2024-05-27","0.36","1","361","4",NULL
"6408231","Two bedroom Two bathroom Apartment","3202696","Peter",NULL,"Spring Hill","-27.46341","153.02784","Entire home/apt","209","4","34","2024-05-18","0.31","14","321","3",NULL
"6430368","Great for families, Equipped kitchen, Bkfst inclu.","33560874","Jackson & Kathryn",NULL,"Algester","-27.62273","153.02301","Entire home/apt","121","6","227","2024-05-12","2.43","1","221","18",NULL
"6565539","4brm - The Old Church Brisbane City","4008638","Scott",NULL,"Paddington - Milton","-27.46481","153.01082","Entire home/apt","319","2","407","2024-05-06","3.71","1","165","40",NULL
"6731259","Red Hill Retreat, spacious, walk to Suncorp","35252339","Julie",NULL,"Red Hill (Qld)","-27.45717","153.00926","Entire home/apt","143","3","144","2024-05-20","1.33","2","166","25",NULL
"6797141","Kates Place","20969399","Judy And Tony",NULL,"Kedron - Gordon Park","-27.40191","153.03349","Entire home/apt","95","2","308","2024-05-23","2.82","1","231","34",NULL
"6889111","Central Detached Double Bed with 4K TV Spa & Gym","36099644","Norman",NULL,"Albion","-27.42591","153.04231","Private room","71","1","17","2024-05-26","0.21","7","341","9",NULL
"6959551","Stylish & spacious Brisbane Inner City Apartment","1475909","Kristal",NULL,"East Brisbane","-27.48885","153.04606","Entire home/apt","118","3","58","2024-05-28","0.54","1","116","14",NULL
"6964757","Brisbane CBD Apartment on Queen","20554834","Peter",NULL,"Brisbane City","-27.46241","153.03113","Entire home/apt","135","3","89","2024-04-08","0.84","2","301","18",NULL
"7039693","Studio - Oasis in the Valley/CBD - Pool","5725669","Reb",NULL,"Fortitude Valley","-27.46049","153.03124","Entire home/apt",NULL,"4","96","2024-05-07","0.93","1","0","23",NULL
"7095721","Felix 374 Apartment Hotel is for you!","37192864","Joanne",NULL,"Brisbane City","-27.47018","153.02891","Entire home/apt","329","2","210","2024-04-20","1.94","1","20","11",NULL
"7182557","Walk UQ, 7mins S/bank,10 mins city","12008817","Kerry",NULL,"Fairfield - Dutton Park","-27.50648","153.02827","Entire home/apt","150","28","107","2021-12-31","1.03","2","152","0",NULL
"7204768","Clean Charming Big Room with AirCon Close to CBD","37377564","Chris",NULL,"Ashgrove","-27.44287","152.99465","Private room","66","3","69","2024-04-21","0.64","3","149","16",NULL
"7208618","Jumbo 256mt sq 3 bedder w Giant Balcony 2 Car Park","21271325","Ruchi",NULL,"Brisbane City","-27.4631","153.03169","Entire home/apt","534","3","35","2024-03-13","1.34","2","212","11",NULL
"7481401","WHOLE QUIET 2 BEDROOM HOUSE;  FREE WIFI & PARKING","15841468","Hana",NULL,"Everton Park","-27.39804","152.99291","Entire home/apt","131","2","58","2024-04-01","0.58","2","66","10",NULL
"7507028","City Two Bedroom Two Bathroom Apart","3202696","Peter",NULL,"Spring Hill","-27.46333","153.0289","Entire home/apt","209","4","61","2024-05-19","0.57","14","315","6",NULL
"7520267","Carina Heights:Fully self contained,Town House.","39408404","Margaret",NULL,"Carina Heights","-27.5011","153.09048","Entire home/apt","110","28","34","2024-03-12","0.32","1","210","5",NULL
"7548360","Unit 2, Mountjoy Terrace Manly","28597821","Debbie",NULL,"Manly - Lota","-27.4522","153.1814","Entire home/apt","120","1","459","2024-05-20","4.28","3","261","98",NULL
"7564790","SANDY and BETTY and BILLY.","39661554","Sandra",NULL,"Taigum - Fitzgibbon","-27.34185","153.03469","Private room","80","2","17","2024-05-20","0.17","1","340","2",NULL
"7588889","Beachy spacious homely pad","34264588","Fi",NULL,"Nundah","-27.406342647632833","153.06416292775853","Entire home/apt","127","28","36","2023-09-09","0.34","1","362","2",NULL
"7972932","Hawthorne large room with ensuite","42073763","Kathryn",NULL,"Hawthorne","-27.46332550048828","153.05636596679688","Private room",NULL,"3","23","2024-05-19","0.22","1","0","4",NULL
"8216920","Single Cozy Room Annerley - close to PA Hospital","43329865","Rodney",NULL,"Annerley","-27.5203253","153.0304306","Private room","60","1","0",NULL,NULL,"1","41","0",NULL
"8256777","Superior  2-Bedroom Apartment","37517710","Hampton Court",NULL,"Clayfield","-27.42768","153.04543","Entire home/apt","175","2","150","2024-03-17","1.43","4","200","7",NULL
"8257735","Tropical Paradise, self contained, near Hospitals","502388","Edwina",NULL,"Greenslopes","-27.51125","153.05526","Private room","78","7","71","2024-04-06","0.67","1","198","8",NULL
"8311262","Bella Bulimba","14348626","Tracey",NULL,"Balmoral","-27.45298","153.06229","Entire home/apt",NULL,"12","62","2023-01-27","0.6","5","0","0",NULL
"8357700","Highpoint Lodge, Teneriffe, Brisbane","24806776","Richard",NULL,"Newstead - Bowen Hills","-27.45514","153.04443","Entire home/apt","166","2","306","2024-05-19","2.89","2","311","16",NULL
"8372181","Westmont RM 7 Queen: Comfort for couples.","43728758","Clarry",NULL,"West End","-27.47913","153.01157","Private room",NULL,"28","37","2024-05-15","0.39","14","0","6",NULL
"8378174","Self Contained  Flat with own entrance","20405574","Brenda",NULL,"Wooloowin - Lutwyche","-27.40908","153.04795","Entire home/apt","133","1","273","2024-05-13","2.58","1","172","49",NULL
"8444726","Westmont Rm 13 Queen: No cleaning fees!","43728758","Clarry",NULL,"West End","-27.47857","153.01045","Private room","64","28","25","2023-09-13","0.24","14","32","5",NULL
"8444970","Central West End RM 2 Queen: Clean and cosy!","43728758","Clarry",NULL,"West End","-27.47884","153.01074","Private room",NULL,"28","9","2024-04-10","0.09","14","0","5",NULL
"8487144","Big Sale! Westmont West End Rm 3 Double: Reduced!","43728758","Clarry",NULL,"West End","-27.47846","153.01028","Private room","59","28","51","2024-02-17","0.49","14","54","8",NULL
"8487566","Big Sale! Westmont RM 4 King or Twin: Reduced!","43728758","Clarry",NULL,"West End","-27.48079","153.01178","Private room","68","28","44","2024-06-04","0.45","14","33","2",NULL
"8487656","Westmont RM 1 Single: Cosy in Central West End!","43728758","Clarry",NULL,"West End","-27.48059","153.01164","Private room","61","28","38","2024-05-31","0.44","14","36","4",NULL
"8487848","Westmont RM 6 Queen: Popular!","43728758","Clarry",NULL,"West End","-27.47922","153.01245","Private room","62","28","34","2023-11-09","0.33","14","32","3",NULL
"8487924","Westmont RM 12 King or Twin: Private Kitchenette!","43728758","Clarry",NULL,"West End","-27.47882","153.01252","Private room",NULL,"28","32","2024-06-06","0.34","14","0","4",NULL
"8506401","Big Sale! West End RM 8 Queen: Reduced!","43728758","Clarry",NULL,"West End","-27.47985","153.01077","Private room","63","28","24","2024-05-24","0.33","14","36","8",NULL
"8506478","Big Sale! Westmont Rm 9 Queen: Reduced!","43728758","Clarry",NULL,"West End","-27.47924","153.01044","Private room",NULL,"28","28","2024-02-25","0.28","14","0","3",NULL
"8506560","Central West End RM 10 Queen: Balcony with a view!","43728758","Clarry",NULL,"West End","-27.47919","153.01246","Private room",NULL,"28","42","2024-05-01","0.43","14","5","4",NULL
"8507876","Spacious Sanctuary 2 Private bedrooms (4pax)","1758196","Virginya",NULL,"Fig Tree Pocket","-27.52369","152.94995","Private room","235","2","14","2023-10-20","0.15","2","364","1",NULL
"8508884","Westmont Rm 11 Queen: Comfort in West End","43728758","Clarry",NULL,"West End","-27.47993","153.01186","Private room",NULL,"28","21","2024-04-30","0.25","14","0","5",NULL
"8509094","Westmont RM 5 Queen: Massive price drop!","43728758","Clarry",NULL,"West End","-27.47853","153.01239","Private room",NULL,"28","15","2023-12-30","0.16","14","3","3",NULL
"8509198","Big Sale! Westmont Rm 14 Single: Reduced!","43728758","Clarry",NULL,"West End","-27.47927","153.01037","Private room",NULL,"28","20","2024-03-26","0.19","14","0","3",NULL
"8527258","Parkside Living Close to UQ, St Peters, Ironside","35175430","Simon",NULL,"Indooroopilly","-27.50371","152.98714","Entire home/apt",NULL,"90","47","2021-10-18","0.45","1","242","0",NULL
"8769590","entire 2br unit for 6 resort complex","45807758","Frankie",NULL,"Fortitude Valley","-27.45927","153.0329","Entire home/apt","222","1","468","2024-05-19","4.45","2","326","38",NULL
"8829497","Alpaca View at Sunnybank","40361691","Cena",NULL,"Sunnybank","-27.5792","153.06539","Private room","63","1","128","2024-05-30","3.61","2","76","53",NULL
"8830243","Spacious CBD 3 Bedroom Apartment","43468137","Quest",NULL,"Brisbane City","-27.47168","153.02465","Hotel room","672","1","52","2024-04-29","0.5","4","303","7",NULL
