"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
"46406927","Private room in elevated suburb 5km from city.","7174807","Jennifer",NULL,"Moorooka","-27.53014","153.02935","Private room","80","3","35","2024-05-23","1.2","1","174","11",NULL
"46411555","Modern Studio Apartment in the heart of Brisbane","375080120","Stephanie",NULL,"South Brisbane","-27.48146","153.0227","Entire home/apt",NULL,"3","114","2022-02-19","2.64","2","0","0",NULL
"46411777","Twin Studio Apartment in the heart of Brisbane","375080120","Stephanie",NULL,"South Brisbane","-27.4811","153.02133","Entire home/apt",NULL,"3","9","2021-12-22","0.22","2","0","0",NULL
"46420637","Private stay. Quiet and close to everything.","64692437","Fleur",NULL,"Nundah","-27.396","153.06451","Entire home/apt","198","2","8","2024-05-20","0.19","1","40","7",NULL
"46450654","Sunny, Spacious & Central Apt with Parking & WiFi","78924442","Lee And Bella",NULL,"South Brisbane","-27.47769","153.01603","Entire home/apt","199","2","227","2024-05-22","5.26","228","312","45",NULL
"46454376","Bayside boho chic guest suite","16432786","Celine",NULL,"Wynnum West - Hemmant","-27.44626","153.15313","Entire home/apt","81","4","81","2024-05-26","1.89","1","218","13",NULL
"46456957","2 Seconds to…everything! 1Bed/1Bath/1Car/CBD Views","3384506","Andy",NULL,"Fortitude Valley","-27.46087","153.0363","Entire home/apt","162","14","61","2024-03-24","1.43","105","87","12",NULL
"46457313","Tara's Studio@The Gabba","22664598","Tara",NULL,"Woolloongabba","-27.48795","153.0357","Entire home/apt","122","1","69","2024-05-30","1.6","2","134","29",NULL
"46530974","Private Two Bedroom Guest Suite near the Gabba","48636253","Audrey",NULL,"Kangaroo Point","-27.48276","153.03946","Entire home/apt",NULL,"2","28","2024-03-18","0.7","1","0","3",NULL
"46570368","Executive style home away from home","3078838","Patrick",NULL,"Toowong","-27.48443","152.988","Entire home/apt",NULL,"4","2","2023-05-23","0.13","1","0","0",NULL
"46626546","Central Location Stylish Modern Apt with King Bed","331440566","Will",NULL,"South Brisbane","-27.474201","153.015762","Entire home/apt","152","1","363","2024-06-01","8.46","14","57","98",NULL
"46684906","SELF CONTAINED UNIT, QUIET, WI FI, CARPORT","317595011","Christine",NULL,"Mount Gravatt","-27.53558","153.09265","Entire home/apt","100","1","48","2024-06-02","1.13","1","63","45",NULL
"46698684","Beautiful home in Manly West","20370002","Terri",NULL,"Manly West","-27.47339","153.16248","Entire home/apt",NULL,"4","4","2023-04-16","0.1","1","0","0",NULL
"46701893","Stunning light-filled Queenslander with pool","13683001","Mitchell",NULL,"Camp Hill","-27.4937","153.07608","Entire home/apt",NULL,"10","2","2021-01-22","0.05","1","0","0",NULL
"46741945","Heart of Brisbane★2 Bed 2 Bath★Balcony★Pool★Gym★Free Wifi★Parking★Wine★","98750970","Ann",NULL,"South Brisbane","-27.48153305053711","153.02328491210938","Entire home/apt","237","3","84","2024-06-05","2.07","3","89","13",NULL
"46748668","Spacious 2-Bed Unit With Balcony Next to The Gabba","279001183","MadeComfy",NULL,"East Brisbane","-27.48935","153.03979","Entire home/apt","196","3","40","2024-02-11","0.94","93","305","12",NULL
"46756737","stylish Queenslander at Annerley","63450538","Arina",NULL,"Annerley","-27.50461","153.03249","Private room","55","3","1","2022-09-02","0.05","1","336","0",NULL
"46841255","River & City Views|Executive Family Apartment|Pool","93271399","Ryan & Eniko",NULL,"Fortitude Valley","-27.46162","153.03201","Entire home/apt","260","2","167","2024-05-06","3.95","13","252","32",NULL
"46899762","Stunning City Views + Brisbane's Best Rooftop Pool","78924442","Lee And Bella",NULL,"Fortitude Valley","-27.45663","153.03314","Entire home/apt","170","1","192","2024-05-24","4.52","228","350","42",NULL
"46929121","Hidden in New Farm ~ 1 Bed/1 Bath /1 Car/Views!","3384506","Andy",NULL,"New Farm","-27.46159","153.04091","Entire home/apt","1541","14","98","2024-05-26","2.33","105","46","21",NULL
"46932401","Cute & Comfy~Close to RBH,QUT,Vic Park,QLD Ballet","3384506","Andy",NULL,"Kelvin Grove - Herston","-27.445202","153.011063","Entire home/apt","158","14","135","2024-05-09","3.2","105","10","11",NULL
"46932571","Boho Beauty ~ 2 Bed/2 Bath/1 Car ~ New Farm","3384506","Andy",NULL,"New Farm","-27.46587","153.05069","Entire home/apt","259","14","46","2024-04-22","1.09","105","91","16",NULL
"47061794","Little gem in the city","186593401","Fay",NULL,"Spring Hill","-27.45972","153.02657","Private room","120","1","2","2024-04-20","0.09","1","330","1",NULL
"47081832","6 Mins to South Bank 4BD Home -Location is to love","298208017","Inspire",NULL,"Fairfield - Dutton Park","-27.49991","153.02557","Entire home/apt","392","5","21","2024-01-01","0.52","3","353","4",NULL
"47100080","Carina comfortable cutie!","101266731","Melanie",NULL,"Carina","-27.49342","153.08618","Private room","120","1","106","2024-05-26","2.53","1","164","27",NULL
"47125938","King Bed, Car Park & Beautiful Views! Walk to CBD!","78924442","Lee And Bella",NULL,"Fortitude Valley","-27.46113","153.03171","Entire home/apt","131","2","144","2024-05-24","3.42","228","354","40",NULL
"47126944","Deluxe Studio w/ King Bed, Mountain Views, WiFi","78924442","Lee And Bella",NULL,"Spring Hill","-27.46167","153.03032","Entire home/apt","121","2","175","2024-05-10","4.21","228","354","47",NULL
"47156726","Banyandah Waters Beach House","372701854","Robert",NULL,"Moreton Island","-27.17833","153.374","Entire home/apt","535","4","46","2024-04-28","1.11","1","315","12",NULL
"47165672","Soak up the Brisbane Sun from this Modern Escape","519005019","Rudi And Ish",NULL,"Newstead - Bowen Hills","-27.45142","153.03714","Entire home/apt","109","3","47","2024-04-30","1.13","28","304","13",NULL
"47168108","KozyGuru | South Brisbane | 1 Bed APT+Free Parking","35345357","Megan",NULL,"South Brisbane","-27.4745","153.01487","Entire home/apt","165","1","125","2024-05-30","3.12","21","63","40",NULL
"47208200","Renovated Queenslander house (2BR)","171514999","Huy",NULL,"Toowong","-27.48259","152.99243","Entire home/apt","205","2","23","2024-05-26","0.96","2","74","3",NULL
"47242908","Be Spoiled-2BR Stylish Apt@Southbank welcomes you🌺","131599025","Sarah",NULL,"South Brisbane","-27.47741","153.0155","Entire home/apt","200","2","305","2024-06-02","7.61","4","130","124",NULL
"47294257","Indooroopilly Queenslander|Pet Friendly|Huge Pool","93271399","Ryan & Eniko",NULL,"Taringa","-27.49407","152.97548","Entire home/apt","336","2","89","2024-03-20","2.14","13","171","17",NULL
"47302558","Self contained flat Clean, good location","161210743","Ivy",NULL,"Eight Mile Plains","-27.59056","153.09224","Entire home/apt","95","3","67","2024-05-31","1.61","1","162","22",NULL
"47395901","Bright & Breezy ~ 2 Bed/2 Bath /1 Car/ Views!","3384506","Andy",NULL,"Clayfield","-27.41583","153.04851","Entire home/apt","187","14","41","2024-04-23","1.01","105","20","11",NULL
"47425776","Perfect Location King Bed Apt W/Pool & Parking","331440566","Will",NULL,"South Brisbane","-27.474201","153.015762","Entire home/apt","169","1","317","2024-06-07","7.68","14","54","105",NULL
"47433274","Spacious Three Bedroom Unit with Parking & Wifi","161218980","Kangaroo Point Real Estate",NULL,"Kangaroo Point","-27.46889","153.03679","Entire home/apt","300","5","45","2024-05-02","1.12","24","105","12",NULL
"47435492","Quiet 3 Bedroom Cottage close to lake and parks.","382932111","Heather",NULL,"Forest Lake - Ellen Grove","-27.63165","152.96051","Entire home/apt","181","3","128","2024-05-26","3.16","1","90","45",NULL
"47455308","Beachfront Wynnum Apartment","88841874","Michael",NULL,"Wynnum","-27.44248","153.17646","Entire home/apt","286","3","35","2024-05-16","1.17","1","346","10",NULL
"47495076","King Bed, City Views, Car Park & Perfect Location!","78924442","Lee And Bella",NULL,"South Brisbane","-27.47386","153.01474","Entire home/apt","125","2","196","2024-05-12","4.75","228","353","49",NULL
"47538701","Bright and warm 3BR house in lovely Tennyson","28251352","Vu Thanh",NULL,"Yeronga","-27.52526","153.00024","Entire home/apt","193","2","66","2024-05-27","2.48","2","72","30",NULL
"47566907","The Coffee Loft","300829390","Jacob",NULL,"New Farm","-27.46388","153.04462","Entire home/apt","202","1","246","2024-06-02","6.47","1","173","60",NULL
"47570437","KozyGuru | Brisbane Cbd 2 Bed | Skytower","35345357","Megan",NULL,"Brisbane City","-27.47294","153.02956","Entire home/apt","131","2","45","2024-05-27","1.11","21","52","2",NULL
"47817207","Bedroom in Calamvale - Private and Quiet","106001098","Ely",NULL,"Parkinson - Drewvale","-27.63109","153.04431","Private room","60","3","37","2024-03-17","1.25","2","362","9",NULL
"47821541","Little cute room in an Inner city suburb","163247475","Jeffy",NULL,"New Farm","-27.45998","153.04048","Private room","100","2","55","2024-05-19","1.47","1","359","16",NULL
"47845735","Peaceful sanctuary near the heart of Nundah","316337924","Lara",NULL,"Nundah","-27.39824","153.05514","Private room","90","2","18","2024-04-28","0.45","1","74","10",NULL
"47860074","Rooftop Pool With a Stunning View","145003","Amy",NULL,"Eagle Farm - Pinkenba","-27.44158","153.07207","Entire home/apt","160","2","30","2024-06-01","1.01","1","27","17",NULL
"47890660","Spectacular Views + Brisbane's Best Rooftop Pool!","78924442","Lee And Bella",NULL,"Fortitude Valley","-27.45721","153.03284","Entire home/apt","174","1","206","2024-05-21","5.04","228","355","47",NULL
"47892858","Luxe Sky Home w/ Breathtaking Views, Parking + Gym","78924442","Lee And Bella",NULL,"Fortitude Valley","-27.46179","153.03399","Entire home/apt","172","1","194","2024-05-19","4.78","228","160","49",NULL
"47912851","Lush Poolside 1 Bdrm Guest Suite B -3km to CBD","49128857","Laetitia",NULL,"Auchenflower","-27.4754","152.99484","Entire home/apt","150","1","115","2024-05-25","2.87","5","349","30",NULL
"47971592","Private air conditioned room","34975189","Phil",NULL,"Keperra","-27.41004","152.9617","Private room",NULL,"8","23","2023-06-20","0.57","1","0","1",NULL
"47971953","The LUME, Luxury Apartment
 
With great views!","2710969","Ming",NULL,"Kangaroo Point","-27.47478","153.03618","Entire home/apt","275","90","13","2024-04-13","0.33","3","327","4",NULL
"48034286","Deep Blue Apartment 14 - Halekai","23395016","Colleen",NULL,"Moreton Island","-27.18024","153.37469","Entire home/apt","509","2","44","2024-05-05","1.1","16","232","6",NULL
"946000808716148052","Air-C 3 Br Mins to South Bank","486852856","Julie",NULL,"Fairfield - Dutton Park","-27.494287478131582","153.0219806223363","Entire home/apt","169","3","0",NULL,NULL,"1","158","0",NULL
"48036239","Lovely room in shared Queenslander house","6931574","Rachael",NULL,"Yeronga","-27.51179","153.01621","Private room","57","1","6","2021-05-30","0.15","1","29","0",NULL
"48047609","NEW! 2Bed 2Bath Riverview Executive Apartment CBD","160241246","Finespot",NULL,"Brisbane City","-27.47214","153.02873","Entire home/apt","214","1","72","2024-05-20","1.77","16","118","38",NULL
"48065552","Character Home in Quite St w/Backyard <2.5km CBD","9942971","Jeremy",NULL,"Paddington - Milton","-27.46719","153.00148","Entire home/apt",NULL,"4","0",NULL,NULL,"1","69","0",NULL
"48070393","Villas on Oxford - Garden View Villa","387573694","Maree",NULL,"Bulimba","-27.45087","153.05467","Entire home/apt","276","4","75","2024-05-05","1.88","2","6","23",NULL
"48150447","Stonehill Barn","100837382","Ruth",NULL,"Pinjarra Hills - Pullenvale","-27.51041","152.86542","Entire home/apt","325","2","24","2024-05-11","1.07","1","202","13",NULL
"48183272","CASA ENCARNITA  Papillon Guest House","24779149","Maria Dolores",NULL,"Carindale","-27.51379","153.12529","Entire home/apt","269","2","46","2024-04-13","1.2","1","317","8",NULL
"48214521","Resort Living < 10mins CBD ~ 2Bed / 2Bath / 1Car","3384506","Andy",NULL,"Kangaroo Point","-27.47065","153.03608","Entire home/apt","233","14","56","2024-05-20","1.5","105","70","18",NULL
"48217059","Fernberg Cottage: Sunny Queenslander Charm","67533786","Tricia",NULL,"Paddington - Milton","-27.46315","152.99602","Entire home/apt","175","3","43","2024-05-31","1.11","4","94","13",NULL
"48233550","Home sweet Home ~ 2 Bed/1 Bath/1 Car ~ Teneriffe","3384506","Andy",NULL,"Newstead - Bowen Hills","-27.45695","153.0497","Entire home/apt",NULL,"14","52","2024-05-20","1.32","105","0","19",NULL
"48233680","🐱Cat World","78060168","Ellen",NULL,"Coopers Plains","-27.572124906997978","153.0452504615453","Private room",NULL,"1","5","2022-11-07","0.13","1","0","0",NULL
"48233814","Cat World","184375131","Pomi",NULL,"Coopers Plains","-27.57084","153.04542","Private room","83","1","0",NULL,NULL,"1","310","0",NULL
"48235113","Modern Luxe Apartment with Parking in Southbank","389181533","Chenzhi",NULL,"South Brisbane","-27.471355","153.015579","Entire home/apt","350","2","129","2024-05-03","3.25","1","31","9",NULL
"48272880","Emporium Residence 1 Bdrm RoomService & Tempur bed","49318384","Veeta",NULL,"South Brisbane","-27.481373","153.02301","Entire home/apt","194","3","101","2024-05-22","2.62","1","16","24",NULL
"48290013","2BR Luxury Skytower |Views|CBD|Pool|Gym|Netflix","45576200","Christine & Ben",NULL,"Brisbane City","-27.47225871940502","153.028101526169","Entire home/apt","257","1","144","2024-05-20","3.61","16","228","24",NULL
"48291924","2BR Stunning Views |CBD|Pool|Gym|King bed|Netflix","45576200","Christine & Ben",NULL,"Brisbane City","-27.47124","153.02759","Entire home/apt","188","1","94","2024-05-20","2.39","16","363","15",NULL
"48302490","2 Coral Cresent - Spectacular Tangalooma Views","23395016","Colleen",NULL,"Moreton Island","-27.17661","153.37649","Entire home/apt","673","2","53","2024-05-12","1.49","16","154","13",NULL
"48317375","Gabba Gem - Walk to everything!","42282378","Dessi",NULL,"East Brisbane","-27.4888","153.04357","Entire home/apt","157","3","23","2024-05-20","0.59","1","91","12",NULL
"48333257","CITY GEM! Two Bedroom Two bathroom AIRCON","2471742","Albert",NULL,"Spring Hill","-27.46199","153.0287","Entire home/apt","320","4","49","2024-02-18","1.26","4","85","12",NULL
"48373015","Chi11-on-the-Hill - The Double Attic","343274698","David",NULL,"Spring Hill","-27.46137","153.03016","Private room",NULL,"88","4","2022-03-06","0.1","1","153","0",NULL
"48425387","King Bed, Rooftop Pool, Stunning Views & Huge Gym!","78924442","Lee And Bella",NULL,"Fortitude Valley","-27.45709","153.03167","Entire home/apt","173","1","228","2024-05-23","5.74","228","337","52",NULL
"48433995","u5, Relax in our unique studio unit","182480345","Kris",NULL,"West End","-27.48735","153.00181","Entire home/apt","99","1","95","2024-02-02","2.51","6","217","24",NULL
"48472484","Three Bedroom Apartment - Flexible Bedding Options","263811162","Carr",NULL,"Eight Mile Plains","-27.57686","153.09429","Entire home/apt","583","1","10","2024-01-22","0.31","3","260","2",NULL
"48472505","Two Bedroom Apartment - 2 x King or 4 x Singles","263811162","Carr",NULL,"Eight Mile Plains","-27.57639","153.093","Entire home/apt","460","1","62","2024-05-02","2.01","3","305","18",NULL
"48472526","One Bedroom Apartment","263811162","Carr",NULL,"Eight Mile Plains","-27.5774","153.09322","Entire home/apt","334","1","15","2023-07-22","0.47","3","330","2",NULL
"48527449","Stylish Spring Hill Granny Flat with parking","65999986","Brad",NULL,"Fortitude Valley","-27.45423","153.02779","Entire home/apt","110","7","29","2024-01-31","0.79","1","84","9",NULL
"48552407","Garden home/convenient/walk to shop/Pet  Friendly","131599025","Sarah",NULL,"Indooroopilly","-27.49965","152.96652","Entire home/apt","83","2","162","2024-06-02","4.18","4","213","67",NULL
"48557459","The Family Getaway ~ 3 Bed/2 Bath/1Car ~ Wooloowin","3384506","Andy",NULL,"Wooloowin - Lutwyche","-27.42126","153.04456","Entire home/apt","328","14","37","2024-05-19","0.98","105","38","12",NULL
"48578742","2BR Luxury Skytower |CBD|Pool|Gym|Netflix","45576200","Christine & Ben",NULL,"Brisbane City","-27.472276216253043","153.0295160111757","Entire home/apt","241","1","136","2024-05-20","3.45","16","247","30",NULL
"48610597","Charming 3-Bed House with Patio near Sport Stadium","279001183","MadeComfy",NULL,"Taigum - Fitzgibbon","-27.33871","153.0511","Entire home/apt","257","3","23","2024-03-05","0.61","93","336","9",NULL
"48681445","Spacious 3BRM w/ River Views, Pool & 75"" Smart TV","78924442","Lee And Bella",NULL,"Brisbane City","-27.4678","153.01122","Entire home/apt","257","2","153","2024-05-11","3.9","228","347","42",NULL
"48706716","KozyGuru | South Brisbane | Kozy 2 Bedrooms APT","35345357","Megan",NULL,"South Brisbane","-27.47398","153.01428","Entire home/apt","168","2","96","2024-06-01","2.59","21","51","51",NULL
"48787848","Forest Retreat Studio for like-hearted nature folk","6436516","Merryl",NULL,"Brookfield - Kenmore Hills","-27.4752","152.82004","Entire home/apt","102","2","66","2024-04-21","1.69","2","262","11",NULL
"48828720","Location, View & Pool! 24th floor Apt w King Bed","331440566","Will",NULL,"South Brisbane","-27.47451","153.015579","Entire home/apt","158","1","348","2024-05-31","8.99","14","65","102",NULL
"48828763","Infinity Pool & View! 25th Floor Apt w Gym Parking","331440566","Will",NULL,"Brisbane City","-27.463617","153.03096","Entire home/apt","186","1","460","2024-06-01","11.97","14","46","149",NULL
"48911072","2BR Food&Drink Hub | Pool | 2 cars | Gym | Rooftop","45576200","Christine & Ben",NULL,"Newstead - Bowen Hills","-27.45172","153.04245","Entire home/apt","293","1","71","2024-01-04","1.84","16","324","9",NULL
"946071204078175770","Cozy Family Home","528556791","Seena",NULL,"Parkinson - Drewvale","-27.6515303","153.0565942","Private room","73","3","0",NULL,NULL,"1","270","0",NULL
"48934237","Resort style 2 bedroom apartment in Kelvin Grove","108083073","Urban Stays",NULL,"Kelvin Grove - Herston","-27.45283","153.01589","Entire home/apt","174","3","23","2023-12-29","0.6","4","343","3",NULL
"48962316","Deep Blue Apartment 11 - beach front - Sleeps 5","23395016","Colleen",NULL,"Moreton Island","-27.18001","153.37289","Entire home/apt","375","2","35","2024-04-19","0.99","16","241","9",NULL
"49002017","Charmin apartment in Heart of New Farm, Brisbane","377876044","Virginia",NULL,"New Farm","-27.4643542","153.0476623","Entire home/apt","163","3","3","2024-05-19","1.45","1","167","3",NULL
"49003379","Huge New York Loft-  Sth Bank mod/vintage beauty","9544118","Victoria",NULL,"South Brisbane","-27.48576","153.03085","Entire home/apt","157","3","55","2024-02-05","1.44","1","362","8",NULL
"49022636","A Rewarding Escape! ~ 2Bed/2Bath/1Car/Balcony/View","3384506","Andy",NULL,"Newstead - Bowen Hills","-27.45234","153.04305","Entire home/apt","257","14","50","2024-05-27","1.32","105","78","19",NULL
"49122294","Self Contained Unit in the heart of Kenmore","177364101","Tapash",NULL,"Kenmore","-27.50669","152.93665","Entire home/apt","95","6","32","2024-04-30","0.85","4","170","12",NULL
"49181424","Resort Living 2 Bedroom with Pool, Spa, Gym & Park","293526132","MaisonNets",NULL,"South Brisbane","-27.4743","153.01412","Entire home/apt","210","2","55","2024-01-10","1.46","1","0","10",NULL
"49198421","4BR Food&Drink Hub | Pool | 3 cars | Gym | Rooftop","45576200","Christine & Ben",NULL,"Newstead - Bowen Hills","-27.452528403412867","153.0416709074633","Entire home/apt","611","1","6","2023-12-23","0.16","16","324","1",NULL
"49218367","St Lucia 2-bed Apartment, Next to UQ, Free parking","397027205","Sassan",NULL,"St Lucia","-27.49307","153.00235","Entire home/apt",NULL,"25","49","2024-01-09","1.29","1","0","5",NULL
"49275402","3 Bedroom inner city rainforest retreat","118023608","Kylie",NULL,"Highgate Hill","-27.49104","153.01866","Entire home/apt","229","2","86","2024-05-19","2.55","2","326","26",NULL
"49294750","Beautiful sunny apt in the center of West End","139859799","Maya",NULL,"West End","-27.47995","153.01178","Entire home/apt",NULL,"2","4","2024-03-06","0.15","1","0","1",NULL
"49374702","Spacious 3 Bedroom Unit with Your Own Backyard","34699275","Ian",NULL,"Morningside - Seven Hills","-27.47654","153.07605","Entire home/apt","221","5","60","2024-05-21","1.61","1","164","17",NULL
"49391744","Comfy Double Bed close to airport, city & shops","398382337","Nghia",NULL,"Middle Park - Jamboree Heights","-27.55362","152.93492","Private room","62","2","35","2024-05-26","1.89","3","181","15",NULL
"49395197","Tropical garden, Queenbed close to airport & city","398382337","Nghia",NULL,"Middle Park - Jamboree Heights","-27.55436","152.93445","Private room","65","2","30","2024-04-13","0.8","3","161","15",NULL
"49395601","Comfy SingleBed close to airport, city and shops","398382337","Nghia",NULL,"Middle Park - Jamboree Heights","-27.55358","152.93438","Private room",NULL,"2","42","2024-03-08","1.14","3","0","15",NULL
"49431699","Luxurious apartment","74956690","Vincent",NULL,"Chelmer - Graceville","-27.50984","152.96938","Entire home/apt","160","1","121","2024-05-20","3.27","1","69","27",NULL
"49459918","New Luxery 4 Bedroom Townhouse!ComfyAndConvenience","74694281","Timmy",NULL,"Rochedale - Burbank","-27.58017","153.11841","Entire home/apt","230","3","76","2024-04-07","2.04","5","289","15",NULL
"49532839","Luxe Penthouse w/ King Bed, 2 Car Park, City Views","78924442","Lee And Bella",NULL,"South Brisbane","-27.47345","153.01594","Entire home/apt","381","1","145","2024-05-21","3.87","228","322","38",NULL
"49532860","LUXURY, LIGHT FILLED AND WELL APPOINTED APARTMENT","50948256","Chris",NULL,"Paddington - Milton","-27.46891","153.00623","Entire home/apt","240","90","0",NULL,NULL,"1","174","0",NULL
"49533288","Million Dollar Views w/ King Bed, Pool, Gym, WiFi","78924442","Lee And Bella",NULL,"South Brisbane","-27.4735","153.01641","Entire home/apt","224","1","190","2024-05-20","5.11","228","330","54",NULL
"49533747","King Bed, Car Park + Gorgeous City & River Views","78924442","Lee And Bella",NULL,"South Brisbane","-27.47384","153.01673","Entire home/apt","180","1","179","2024-05-20","4.76","228","350","50",NULL
"49534058","Stylish Apt + Best Location w/ King Bed, Pool, Gym","78924442","Lee And Bella",NULL,"South Brisbane","-27.47568","153.01627","Entire home/apt","138","1","160","2024-05-17","4.26","228","360","46",NULL
"49548173","Bardon Blue Bedroom","399720898","Julie",NULL,"Bardon","-27.45782","152.98442","Private room","85","2","67","2024-06-02","1.79","1","358","24",NULL
"49548396","Best Southbank Location w/ King Bed, Gym + Pool","78924442","Lee And Bella",NULL,"South Brisbane","-27.47395","153.01479","Entire home/apt","149","1","210","2024-05-21","5.63","228","354","59",NULL
"49548884","Sunset Views w/ Best Location, King Bed, Pool, Gym","78924442","Lee And Bella",NULL,"South Brisbane","-27.47451","153.015579","Entire home/apt","165","1","112","2024-05-23","2.98","228","357","20",NULL
"49549195","Mountain Views, King Bed, Pool, Gym & Car Park","78924442","Lee And Bella",NULL,"South Brisbane","-27.47481","153.01619","Entire home/apt","152","1","148","2024-05-20","3.94","228","344","40",NULL
"49550927","Million Dollar View, Best Location, King Bed, Pool","78924442","Lee And Bella",NULL,"South Brisbane","-27.47547","153.01674","Entire home/apt","172","1","179","2024-05-13","4.78","228","359","49",NULL
"49551430","Mountain & Sunset Views w/ King Bed, Pool, Gym","78924442","Lee And Bella",NULL,"South Brisbane","-27.47556","153.01471","Entire home/apt","150","1","159","2024-05-19","4.24","228","348","49",NULL
"49551854","Top Floor w/ Stunning Views, Car Park, Pool & Gym","78924442","Lee And Bella",NULL,"South Brisbane","-27.47451","153.015579","Entire home/apt","150","1","176","2024-05-15","4.69","228","343","54",NULL
"49553163","Spectacular Views + Best Location, King Bed, Pool","78924442","Lee And Bella",NULL,"South Brisbane","-27.4737","153.01612","Entire home/apt","148","1","197","2024-05-23","5.24","228","337","68",NULL
"49617074","Modern New Private Queen Bedroom in Rochedale","400214194","Xinjian",NULL,"Rochedale - Burbank","-27.576278921305285","153.12643143532213","Private room","65","1","10","2024-04-07","2.13","2","19","10",NULL
"49626394","Premium High Floor Family Apartment w Great Views","93271399","Ryan & Eniko",NULL,"Brisbane City","-27.462205196973404","153.03333322997997","Entire home/apt","448","7","77","2024-04-22","2.06","13","228","20",NULL
"49735453","Stylish unique haven in vibrant area with pool","7083253","Florence",NULL,"Paddington - Milton","-27.45965","152.99582","Entire home/apt","178","2","52","2024-03-31","1.41","1","22","7",NULL
"49741433","Sunny 1 bedroom Apartment with Infinity Pool","401146490","Emma &Amp; Roger",NULL,"Fortitude Valley","-27.45729","153.03291","Entire home/apt","160","1","53","2024-04-01","1.44","10","165","11",NULL
"49741642","Inner City 2 bedroom Apartment with Parking","401146490","Emma &Amp; Roger",NULL,"Fortitude Valley","-27.45733","153.03125","Entire home/apt","196","1","73","2024-06-02","2.01","10","161","28",NULL
"49743377","Modern & Relaxing 1BR Apartment w/ Infinity Pool","401146490","Emma &Amp; Roger",NULL,"Fortitude Valley","-27.45775","153.03117","Entire home/apt","152","1","45","2024-06-03","1.32","10","145","12",NULL
"49743524","Exquisite 1 Bedroom Apartment with Infinity Pool","401146490","Emma &Amp; Roger",NULL,"Fortitude Valley","-27.45751","153.03148","Entire home/apt","161","1","33","2024-05-16","0.89","10","174","9",NULL
"49743649","Convenient Located 2 Bedroom Apartment+Parking","401146490","Emma &Amp; Roger",NULL,"Fortitude Valley","-27.45573","153.03093","Entire home/apt","213","1","25","2024-04-13","1.03","10","164","7",NULL
"49778169","Beautiful 2 bedroom unit in prime location!","52614545","Christos",NULL,"Camp Hill","-27.49381","153.07547","Entire home/apt","167","1","45","2024-03-30","1.33","4","239","21",NULL
"49781031","Airstream Glamping","56413524","Brisbane Holiday Village",NULL,"Eight Mile Plains","-27.56777","153.09292","Entire home/apt","259","3","11","2024-03-27","0.45","2","351","4",NULL
"49805117","Bardon Bed & Breakfast - Chantilly Room","23637504","Zoe And Bruce",NULL,"Ashgrove","-27.44867","152.98394","Private room","78","3","58","2024-05-15","2.49","3","58","23",NULL
"49861405","Stunning Historic Apartment with Pool","29602537","Eva",NULL,"Fortitude Valley","-27.453823","153.027435","Entire home/apt",NULL,"2","46","2024-06-02","1.26","2","79","11",NULL
"49863382","Contemporary Studio in the heart of Paddington","9885145","Ali",NULL,"Paddington - Milton","-27.46008","152.99848","Entire home/apt","154","2","68","2024-06-02","1.87","3","319","35",NULL
"49875543","Leafy home close to everything | MoorookaVilla","172630258","Sandra",NULL,"Moorooka","-27.53764","153.02102","Entire home/apt","192","2","83","2024-05-27","2.31","1","80","33",NULL
"49896743","Nicky’s Abode Beautiful 4 bedroom home with pool","62596974","Nicole",NULL,"Doolandella","-27.61633","152.98382","Entire home/apt","380","2","23","2024-05-20","1.11","1","52","11",NULL
"49911377","The Sky House by the bay","338947707","Maple Holiday Villas",NULL,"Wynnum","-27.44751","153.176","Entire home/apt","136","2","28","2024-03-30","0.94","2","254","9",NULL
"49925052","The White Home/ Luxe King Bed/ Parking/ Airport","402581840","Hollie",NULL,"Ascot","-27.42982","153.07219","Entire home/apt","400","3","20","2023-10-31","0.54","5","181","1",NULL
"49942033","Beautiful Unit with Gym and Pool near Museums","279001183","MadeComfy",NULL,"South Brisbane","-27.47631","153.01429","Entire home/apt","165","3","34","2024-05-19","0.94","93","346","12",NULL
"50013393","Beachfront Villa 14 Tangalooma","30558520","Paula",NULL,"Moreton Island","-27.17649","153.37437","Entire home/apt","377","2","3","2022-03-15","0.08","28","168","0",NULL
"50014526","WOOLLOONGABBA 3 BR APARTMENT NEAR BRISBANE CBD","156409670","Tushita",NULL,"Woolloongabba","-27.49004","153.04057","Entire home/apt","750","3","3","2022-07-13","0.11","12","363","0",NULL
"50031712","Central Station Location & Early Checkin Available","190931976","Paul",NULL,"Brisbane City","-27.466824","153.026047","Entire home/apt","129","7","48","2024-06-02","1.32","2","8","18",NULL
"50120020","Amazing ArtDeco Apartment - Pool / Pets","29602537","Eva",NULL,"Fortitude Valley","-27.45491","153.0282","Entire home/apt","470","2","50","2024-05-06","1.4","2","70","13",NULL
"50120751","'Magritte Room' - Room 1","50607546","Louise",NULL,"Hamilton (Qld)","-27.43257","153.0727","Private room","75","7","23","2024-04-17","0.64","3","302","6",NULL
"50120844","'Chagall Room' - Room 2","50607546","Louise",NULL,"Ascot","-27.43091","153.07249","Private room","75","7","28","2024-05-31","0.83","3","309","10",NULL
