"listing_id","latitude","longitude","neighbourhood","room_type","listing_price","avg_price","price_difference_percent","price_status"
"944587599651421362","-27.479570265690725","153.03618518848512","Kangaroo Point","Entire home/apt","181","241.3047619047619048","-24.99111970635829025900","Underpriced"
"887304644831933108","-27.47973","153.03555","Kangaroo Point","Entire home/apt","181","241.3047619047619048","-24.99111970635829025900","Underpriced"
"858180156566581337","-27.47479778799803","153.03620740771294","Kangaroo Point","Entire home/apt","180","241.3047619047619048","-25.40553340963807871100","Underpriced"
"704871238051526214","-27.47750465382491","153.03939420729876","Kangaroo Point","Private room","100","135.2400000000000000","-26.05737947352854185200","Underpriced"
"13289783","-27.47796","153.04012","Kangaroo Point","Private room","100","135.2400000000000000","-26.05737947352854185200","Underpriced"
"27706661","-27.47938","153.039","Kangaroo Point","Private room","99","135.2400000000000000","-26.79680567879325643300","Underpriced"
"715529969344541988","-27.4701","153.03687","Kangaroo Point","Entire home/apt","175","241.3047619047619048","-27.47760192603702096900","Underpriced"
"711907395961120117","-27.46916","153.0372","Kangaroo Point","Entire home/apt","175","241.3047619047619048","-27.47760192603702096900","Underpriced"
"959776804750564333","-27.469235699956094","153.0355944868871","Kangaroo Point","Entire home/apt","170","241.3047619047619048","-29.54967044243596322700","Underpriced"
"1151928805103177249","-27.4763707","153.0377255","Kangaroo Point","Private room","95","135.2400000000000000","-29.75451049985211475900","Underpriced"
"857507156565186728","-27.4688894","153.0364266","Kangaroo Point","Entire home/apt","168","241.3047619047619048","-30.37849784899554013000","Underpriced"
"1061241728449932508","-27.476852483734","153.04021915714722","Kangaroo Point","Private room","94","135.2400000000000000","-30.49393670511682934000","Underpriced"
"45688231","-27.46975","153.03714","Kangaroo Point","Entire home/apt","167","241.3047619047619048","-30.79291155227532858200","Underpriced"
"23473437","-27.46874","153.03697","Kangaroo Point","Entire home/apt","166","241.3047619047619048","-31.20732525555511703300","Underpriced"
"887353363502546750","-27.48088","153.03618","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"887350276903147561","-27.47913","153.03412","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"937939762343374353","-27.480326175330863","153.035478503752","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"937927588741446960","-27.480721513047257","153.0339041914202","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"719973287930555280","-27.4689754","153.0367881","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"960311982154337209","-27.480556154967115","153.03438852145615","Kangaroo Point","Entire home/apt","162","241.3047619047619048","-32.86498006867427084000","Underpriced"
"38681720","-27.46883","153.03679","Kangaroo Point","Entire home/apt","161","241.3047619047619048","-33.27939377195405929100","Underpriced"
"786528413448368891","-27.4751255","153.0380299","Kangaroo Point","Entire home/apt","160","241.3047619047619048","-33.69380747523384774300","Underpriced"
"980889665923564811","-27.472418481776423","153.0363564165242","Kangaroo Point","Entire home/apt","158","241.3047619047619048","-34.52263488179342464600","Underpriced"
"1074485607496271248","-27.46969605587237","153.0368963190858","Kangaroo Point","Entire home/apt","155","241.3047619047619048","-35.76587599163279000100","Underpriced"
"22088017","-27.46889","153.03638","Kangaroo Point","Entire home/apt","155","241.3047619047619048","-35.76587599163279000100","Underpriced"
"800296820754420204","-27.4848055","153.0394328","Kangaroo Point","Private room","85","135.2400000000000000","-37.14877255249926057400","Underpriced"
"781679161932162481","-27.47432","153.03489","Kangaroo Point","Entire home/apt","150","241.3047619047619048","-37.83794450803173225900","Underpriced"
"887149429914910341","-27.47929","153.03476","Kangaroo Point","Entire home/apt","145","241.3047619047619048","-39.91001302443067451700","Underpriced"
"887238418436232210","-27.48105","153.03546","Kangaroo Point","Entire home/apt","145","241.3047619047619048","-39.91001302443067451700","Underpriced"
"952364594237787642","-27.47971495082695","153.03597448534163","Kangaroo Point","Entire home/apt","145","241.3047619047619048","-39.91001302443067451700","Underpriced"
"887248041171558159","-27.47905","153.03434","Kangaroo Point","Entire home/apt","145","241.3047619047619048","-39.91001302443067451700","Underpriced"
"54203505","-27.48347","153.03756","Kangaroo Point","Entire home/apt","143","241.3047619047619048","-40.73884043099025142000","Underpriced"
"960304678976889318","-27.47678","153.03838","Kangaroo Point","Entire home/apt","140","241.3047619047619048","-41.98208154082961677500","Underpriced"
"977726601196635631","-27.4812489","153.0352834","Kangaroo Point","Entire home/apt","140","241.3047619047619048","-41.98208154082961677500","Underpriced"
"16300692","-27.48288","153.03127","Kangaroo Point","Entire home/apt","140","241.3047619047619048","-41.98208154082961677500","Underpriced"
"1059477925522129622","-27.4760326624654","153.0389565786362","Kangaroo Point","Entire home/apt","138","241.3047619047619048","-42.81090894738919367800","Underpriced"
"925052981055846815","-27.477740589682178","153.03675646346056","Kangaroo Point","Private room","77","135.2400000000000000","-43.06418219461697722600","Underpriced"
"52723286","-27.48215","153.03774","Kangaroo Point","Entire home/apt","136","241.3047619047619048","-43.63973635394877058200","Underpriced"
"14100373","-27.47008","153.03853","Kangaroo Point","Entire home/apt","135","241.3047619047619048","-44.05415005722855903300","Underpriced"
"1069166984041735780","-27.47602","153.0386","Kangaroo Point","Entire home/apt","133","241.3047619047619048","-44.88297746378813593600","Underpriced"
