"listing_id","total_days","booked_days","occupancy_rate"
"5021803","365","135","0.3698630136986301"
"49275402","365","39","0.10684931506849316"
"886448815671802000","365","67","0.18356164383561643"
"7095721","365","345","0.9452054794520548"
"730851162051138000","365","307","0.8410958904109589"
"21757188","365","226","0.6191780821917808"
"12785380","365","0","0"
"867775461085665000","365","129","0.35342465753424657"
"17640490","365","10","0.0273972602739726"
"9884660","365","287","0.7863013698630137"
"45415331","365","6","0.01643835616438356"
"41250478","365","274","0.7506849315068493"
"31609171","365","337","0.9232876712328767"
"785858982061909000","365","0","0"
"40451738","365","94","0.25753424657534246"
"651822110587098000","365","280","0.7671232876712328"
"730482615872591000","365","291","0.7972602739726027"
"781389198726609000","365","138","0.3780821917808219"
"634873894161337000","365","57","0.15616438356164383"
"8923482","365","295","0.8082191780821918"
"889335158599505000","365","305","0.8356164383561644"
"589326310594917000","365","280","0.7671232876712328"
"581685037517209000","365","280","0.7671232876712328"
"811342915670462000","365","113","0.3095890410958904"
"894346193344395000","365","25","0.0684931506849315"
"48828763","365","319","0.873972602739726"
"40212962","365","256","0.7013698630136986"
"53278913","365","299","0.8191780821917808"
"738793175374737000","365","220","0.6027397260273972"
"714198072330845000","365","145","0.3972602739726027"
"18757908","365","241","0.6602739726027397"
"809811390191168000","365","156","0.4273972602739726"
"30210475","365","286","0.7835616438356164"
"745866579825150000","365","242","0.663013698630137"
"469007","365","208","0.5698630136986301"
"43114029","365","276","0.7561643835616438"
"655274670488742000","365","26","0.07123287671232877"
"710341937904891000","365","151","0.4136986301369863"
"903396506557737000","365","270","0.7397260273972602"
"39186454","365","3","0.00821917808219178"
"839518744012876000","365","339","0.9287671232876712"
"33695020","365","263","0.7205479452054795"
"5289258","365","300","0.821917808219178"
"847447648248273000","365","14","0.038356164383561646"
"805369654839906000","365","317","0.8684931506849315"
"14267606","365","14","0.038356164383561646"
"684304006057092000","365","5","0.0136986301369863"
"42910304","365","230","0.6301369863013698"
"40428985","365","18","0.049315068493150684"
"5785772","365","112","0.30684931506849317"
"665017210260757000","365","24","0.06575342465753424"
"39142384","365","215","0.589041095890411"
"43267964","365","199","0.5452054794520548"
"45257656","365","362","0.9917808219178083"
"49925052","365","184","0.5041095890410959"
"54357383","365","321","0.8794520547945206"
"4025665","365","277","0.7589041095890411"
"30233676","365","13","0.03561643835616438"
"847935083302709000","365","365","1"
"13353266","365","207","0.5671232876712329"
"54078582","365","275","0.7534246575342466"
"625222075996913000","365","2","0.005479452054794521"
"42780793","365","291","0.7972602739726027"
"561191867747950000","365","306","0.8383561643835616"
"887329314754573000","365","1","0.0027397260273972603"
"800994818918387000","365","318","0.8712328767123287"
"1661593","365","105","0.2876712328767123"
"22573900","365","287","0.7863013698630137"
"840044669396214000","365","183","0.5013698630136987"
"40845930","365","13","0.03561643835616438"
"671417633604779000","365","216","0.5917808219178082"
"12396395","365","344","0.9424657534246575"
"48552407","365","152","0.41643835616438357"
"783903779776687000","365","155","0.4246575342465753"
"540583","365","76","0.20821917808219179"
"623339035899341000","365","263","0.7205479452054795"
"19434478","365","293","0.8027397260273973"
"21596525","365","247","0.6767123287671233"
"38497749","365","213","0.5835616438356165"
"609059373630689000","365","286","0.7835616438356164"
"861905145088566000","365","43","0.1178082191780822"
"870615031670335000","365","217","0.5945205479452055"
"40577326","365","322","0.8821917808219178"
"562509653339976000","365","9","0.024657534246575342"
"42231393","365","102","0.27945205479452057"
"47860074","365","338","0.9260273972602739"
"689500123097449000","365","2","0.005479452054794521"
"11639606","365","16","0.043835616438356165"
"587902397911115000","365","159","0.43561643835616437"
"705208433196181000","365","233","0.6383561643835617"
"50488978","365","86","0.2356164383561644"
"852376273878342000","365","295","0.8082191780821918"
"50537122","365","0","0"
"43250735","365","283","0.7753424657534247"
"782107267248102000","365","303","0.8301369863013699"
"44824485","365","365","1"
"778525958977743000","365","337","0.9232876712328767"
"603310641261655000","365","206","0.5643835616438356"
"688233543186835000","365","58","0.1589041095890411"
"16422236","365","365","1"
"43015553","365","241","0.6602739726027397"
"19817799","365","301","0.8246575342465754"
"43414550","365","14","0.038356164383561646"
"21233767","365","73","0.2"
"46230178","365","302","0.8273972602739726"
"28001950","365","94","0.25753424657534246"
"837447200916282000","365","232","0.6356164383561644"
"547564347802433000","365","98","0.2684931506849315"
"53996581","365","278","0.7616438356164383"
"811687652933215000","365","163","0.4465753424657534"
"821988896398270000","365","24","0.06575342465753424"
"596972383012707000","365","275","0.7534246575342466"
"772170788898704000","365","185","0.5068493150684932"
"16125086","365","353","0.9671232876712329"
"863549488750681000","365","245","0.6712328767123288"
"28474219","365","271","0.7424657534246575"
"19182049","365","239","0.6547945205479452"
"809710365820094000","365","213","0.5835616438356165"
