"neighbourhood","room_type","avg_price","avg_lat","avg_long"
"Eight Mile Plains","Entire home/apt","274.55","-27.57779641027715","153.0890077144044"
"Enoggera","Private room","75","-27.427001750644617","152.9878604178009"
"Enoggera","Entire home/apt","197.88888888888889","-27.420835200000003","152.99133328888885"
"Enoggera Reservoir","Entire home/apt","99","-27.445729999999998","152.92769500000003"
"Everton Park","Entire home/apt","185","-27.399488899999998","152.98695751666668"
"Everton Park","Private room","118.5","-27.397676625000003","152.98834492500004"
"Fairfield - Dutton Park","Entire home/apt","218.33333333333334","-27.500683911103728","153.02495325659476"
"Fairfield - Dutton Park","Private room","110.28571428571429","-27.497072857142857","153.02327714285715"
"Fig Tree Pocket","Entire home/apt","282","-27.5261018","152.9606422"
"Fig Tree Pocket","Private room","235","-27.52369","152.94995"
"Forest Lake - Ellen Grove","Entire home/apt","280.6666666666667","-27.622211128709257","152.96196449207125"
"Forest Lake - Ellen Grove","Private room","71.5","-27.619594677398727","152.9648979901707"
"Fortitude Valley","Private room","148.125","-27.45660866747472","153.0357681222224"
"Fortitude Valley","Entire home/apt","208.16176470588235","-27.45695274725698","153.03411534312966"
"Fortitude Valley","Shared room","288","-27.45634","153.03591"
"Geebung","Entire home/apt","245","-27.373100713295837","153.045064083119"
"Grange","Entire home/apt","373.6","-27.423485753187112","153.0186996153687"
"Grange","Private room","49.2","-27.425107779825943","153.01508348522205"
"Greenslopes","Private room","91.63636363636364","-27.5067943358588","153.04850553871347"
"Greenslopes","Entire home/apt","204.76470588235293","-27.505748588240266","153.04897399984068"
"Hamilton (Qld)","Entire home/apt","245.7843137254902","-27.438756770024522","153.06656996693206"
"Hamilton (Qld)","Hotel room","259","-27.43595","153.07236"
"Hamilton (Qld)","Private room","138.33333333333334","-27.43715238164168","153.06885081463716"
"Hawthorne","Private room","69","-27.467067458556652","153.06071044782482"
"Hawthorne","Shared room","35","-27.47155","153.06141"
"Hawthorne","Entire home/apt","250.85","-27.462867255331684","153.06058781999187"
"Hendra","Entire home/apt","1155.75","-27.419517422066008","153.07035547076612"
"Hendra","Private room","78.6","-27.41861795567229","153.06276796195417"
"Highgate Hill","Private room","121.5","-27.48806975139307","153.01914403117007"
"Highgate Hill","Shared room","43","-27.48552","153.0145"
"Highgate Hill","Entire home/apt","263.5416666666667","-27.486289021790878","153.01620089984752"
"Holland Park","Private room","103","-27.521964349999998","153.0715936"
"Holland Park","Entire home/apt","201.33333333333334","-27.515468816666665","153.06478061666667"
"Holland Park West","Private room","70.5","-27.527514175","153.0666289"
"Holland Park West","Entire home/apt","183.33333333333334","-27.527191336551507","153.0608288088778"
"Inala - Richlands","Private room","62.916666666666664","-27.592211775237445","152.95852269140894"
"Inala - Richlands","Entire home/apt","137","-27.604818431392463","152.97992913737352"
"Indooroopilly","Private room","128.16666666666666","-27.50046401484434","152.97480029646601"
"Indooroopilly","Entire home/apt","156","-27.50120087306444","152.9713775431481"
"Jindalee - Mount Ommaney","Entire home/apt","202.5","-27.534839917085055","152.94083225877924"
"Jindalee - Mount Ommaney","Private room","84.5","-27.53087857840492","152.9414481896018"
"Kangaroo Point","Private room","135.24","-27.4777531144492","153.03760344802637"
"Kangaroo Point","Entire home/apt","241.3047619047619","-27.475534642994816","153.03670213059033"
"Karana Downs","Entire home/apt","192.16666666666666","-27.531299833333335","152.8169901666667"
"Karana Downs","Private room","81","-27.545884991598186","152.81008546907086"
"Kedron - Gordon Park","Entire home/apt","153.71428571428572","-27.406417462662052","153.03206605175924"
"Kedron - Gordon Park","Private room","74.5","-27.40231023879395","153.02902395288928"
"Kelvin Grove - Herston","Entire home/apt","269.2857142857143","-27.451580306658364","153.01423619468957"
"Kelvin Grove - Herston","Private room","110.125","-27.450594682804763","153.0121022227101"
"Kenmore","Entire home/apt","179.33333333333334","-27.51588921546914","152.93619325918553"
"Kenmore","Private room","143.5","-27.517184625517892","152.93933626377114"
"Keperra","Entire home/apt","258","-27.411938199999998","152.9530113333333"
"Kuraby","Entire home/apt","99","-27.604834269964897","153.09538312538146"
"Kuraby","Private room","85.81818181818181","-27.60324648629287","153.09859643292714"
"Macgregor (Qld)","Private room","64.88888888888889","-27.567271330099786","153.07006374464248"
"Macgregor (Qld)","Entire home/apt","181.5","-27.561776899999998","153.07004315"
"Manly - Lota","Private room","1000","-27.45799","153.18196"
"Manly - Lota","Entire home/apt","305.2325581395349","-27.458454580302845","153.1856790843388"
"Manly West","Entire home/apt","159.66666666666666","-27.466553333333334","153.16745666666668"
"Mansfield (Qld)","Private room","78.5","-27.542187815718595","153.10302611448606"
"Mansfield (Qld)","Entire home/apt","438.3333333333333","-27.52945392611672","153.10363424795688"
"McDowall","Entire home/apt","208.66666666666666","-27.38875333333333","152.98819666666665"
"McDowall","Private room","117","-27.39387","152.98906499999998"
"Middle Park - Jamboree Heights","Private room","59","-27.556005300000002","152.92783405"
"Mitchelton","Private room","101.5","-27.41442005956773","152.97417072831172"
"Mitchelton","Entire home/apt","171.66666666666666","-27.410252728338733","152.97466207345005"
"Moorooka","Entire home/apt","200.6153846153846","-27.534412513766377","153.02531805554753"
"Moorooka","Private room","90.55555555555556","-27.530994034002347","153.02346575843325"
"Moreton Island","Entire home/apt","473.6666666666667","-27.168181607639198","153.37534704239562"
"Moreton Island","Private room","159","-27.1803","153.37559"
"Morningside - Seven Hills","Entire home/apt","240","-27.47149831528589","153.0726237305855"
"Morningside - Seven Hills","Private room","96.6","-27.471633871490532","153.07203572094596"
"Mount Gravatt","Shared room","120","-27.5176026","153.0931763"
"Mount Gravatt","Private room","78.66666666666667","-27.53251155285076","153.08308635961964"
"Mount Gravatt","Entire home/apt","197.3","-27.53537948458411","153.08277174589438"
"Murarrie","Private room","74","-27.462232986375977","153.09677176892066"
"Murarrie","Entire home/apt","256.5","-27.463320434295774","153.09646262237692"
"New Farm","Private room","135.5","-27.46447114233358","153.044821120964"
"New Farm","Entire home/apt","276.155737704918","-27.46491242887366","153.0438113790733"
"Newmarket","Entire home/apt","173.85714285714286","-27.43304497104047","153.00808337258664"
"Newmarket","Private room","98.9","-27.43609351504811","153.00961775290284"
"Newstead - Bowen Hills","Shared room","155","-27.45167","153.03589"
"Newstead - Bowen Hills","Private room","382","-27.450097213020996","153.04002607782826"
"Newstead - Bowen Hills","Entire home/apt","249.87790697674419","-27.452318699701436","153.04225299502312"
"Norman Park","Entire home/apt","333.7","-27.48031284505651","153.0640864695405"
"Norman Park","Private room","118.16666666666667","-27.477909332477925","153.05915147875479"
"Northgate - Virginia","Entire home/apt","414.5","-27.38859075579634","153.0688240817931"
"Northgate - Virginia","Private room","72","-27.3957","153.06958"
"Nudgee - Banyo","Entire home/apt","194.36363636363637","-27.362504760696957","153.08690354640729"
"Nudgee - Banyo","Private room","76","-27.368822094023482","153.0854268726087"
"Nundah","Private room","97.08333333333333","-27.40207093800409","153.0632428777237"
"Nundah","Entire home/apt","200.0909090909091","-27.401994798713293","153.06295345841977"
"Oxley (Qld)","Entire home/apt","201.5","-27.55733925","152.972459775"
"Oxley (Qld)","Private room","84.5","-27.561065892414867","152.97353531289036"
"Paddington - Milton","Private room","115.64285714285714","-27.463354839990664","153.0028333924752"
"Paddington - Milton","Hotel room","154","-27.46878","153.00445"
"Paddington - Milton","Entire home/apt","228.65714285714284","-27.4648213907015","153.002004512765"
"Pallara - Willawong","Private room","82.42857142857143","-27.622240858464547","153.00042775512725"
"Pallara - Willawong","Entire home/apt","224.75","-27.621513892271945","152.9995073278523"
"Parkinson - Drewvale","Entire home/apt","238.4","-27.648056377225295","153.04355114081093"
"Parkinson - Drewvale","Private room","71.71428571428571","-27.63894395915681","153.04411938299168"
"Pinjarra Hills - Pullenvale","Entire home/apt","441.27777777777777","-27.52810577503862","152.8827945352433"
"Pinjarra Hills - Pullenvale","Private room","92.5","-27.510550000000002","152.89604"
"Red Hill (Qld)","Entire home/apt","421.96153846153845","-27.45527815928759","153.00553265262423"
"Red Hill (Qld)","Private room","87.28571428571429","-27.453274571466487","152.99998879438664"
"Riverhills","Entire home/apt","308","-27.5640671","152.90055845"
"Riverhills","Private room","55","-27.562706666666667","152.90902666666668"
"Robertson","Private room","73.5","-27.566702164085598","153.05734025910343"
"Robertson","Entire home/apt","257.1875","-27.566003703400487","153.05827154793081"
"Rochedale - Burbank","Entire home/apt","381.8888888888889","-27.571803280395628","153.12672401867454"
"Rochedale - Burbank","Private room","100.16666666666667","-27.566001701866707","153.1183528188222"
"Rocklea - Acacia Ridge","Private room","68.81818181818181","-27.563958996941857","153.01961696965998"
"Rocklea - Acacia Ridge","Entire home/apt","132.3625","-27.554334133400744","153.01599254754996"
"Runcorn","Entire home/apt","183.2","-27.600146000000002","153.07474"
"Runcorn","Private room","59.705882352941174","-27.599337026792934","153.07597550738888"
"Salisbury - Nathan","Entire home/apt","133.27272727272728","-27.55094091195899","153.03430471771358"
"Salisbury - Nathan","Private room","88.33333333333333","-27.551068761626897","153.03733440836274"
"Sandgate - Shorncliffe","Entire home/apt","137","-27.3183178566411","153.06829177754676"
"Seventeen Mile Rocks - Sinnamon Park","Entire home/apt","161","-27.55329","152.942295"
"Seventeen Mile Rocks - Sinnamon Park","Private room","63","-27.547147008637225","152.94882321429608"
"Sherwood","Entire home/apt","185","-27.53413125034887","152.9803015272044"
"Sherwood","Private room","89.5","-27.53185","152.988985"
"South Brisbane","Entire home/apt","201.96517412935324","-27.47593816411486","153.01697521925217"
"South Brisbane","Private room","155.53333333333333","-27.47791771012117","153.01778969996994"
"Spring Hill","Private room","119.375","-27.461514512846787","153.02490003558154"
"Spring Hill","Entire home/apt","213.73214285714286","-27.462039890156543","153.02679399068433"
"St Lucia","Entire home/apt","160.45454545454547","-27.496436766100974","153.00169379583738"
"St Lucia","Private room","96.83333333333333","-27.49631589114135","153.00048966701846"
"Stafford","Private room","87","-27.40795","153.01165500000002"
"Stafford","Entire home/apt","125.85714285714286","-27.410464739715376","153.02096290937098"
"Stafford Heights","Private room","92.66666666666667","-27.39996574260104","153.00779634544418"
"Stafford Heights","Entire home/apt","439.5","-27.400971960827583","153.0130818104767"
"Sunnybank","Shared room","52.5","-27.58314","153.055555"
"Sunnybank","Private room","85.55102040816327","-27.578151071323596","153.05959833418973"
"Sunnybank","Entire home/apt","205.28571428571428","-27.57763018953802","153.05901861655465"
"Sunnybank Hills","Entire home/apt","214.54545454545453","-27.590839946435555","153.0523215544022"
"Sunnybank Hills","Private room","80.28571428571429","-27.593633031410423","153.05238312234567"
"Taigum - Fitzgibbon","Entire home/apt","300.6666666666667","-27.340647430174595","153.04206393801638"
"Taigum - Fitzgibbon","Private room","68.5","-27.343570215528924","153.03577359577287"
"Taringa","Private room","181.75","-27.492785187473007","152.9817428188117"
"Taringa","Entire home/apt","245.57142857142858","-27.49273745839013","152.9783284669643"
"Tarragindi","Private room","182.25","-27.534697499999996","153.04941"
"Tarragindi","Entire home/apt","217","-27.524928552471405","153.04551193436927"
"The Gap","Private room","137.2","-27.442273934644497","152.9412363509452"
"The Gap","Entire home/apt","364.25","-27.44481646060955","152.9445268773051"
"Tingalpa","Entire home/apt","154.2","-27.47551280456554","153.13462661740874"
"Tingalpa","Private room","79.66666666666667","-27.47575383101746","153.13261451857883"
"Toowong","Entire home/apt","171.30555555555554","-27.48236543197564","152.9906662179556"
"Toowong","Private room","89.8","-27.483545290000002","152.98755781000003"
"Upper Kedron - Ferny Grove","Private room","110","-27.409459067063246","152.92402176340795"
"Upper Kedron - Ferny Grove","Entire home/apt","357.5","-27.408523241982696","152.92156313617804"
"Upper Mount Gravatt","Private room","77.85714285714286","-27.552955798377436","153.07971529957172"
"Upper Mount Gravatt","Entire home/apt","175.72727272727272","-27.553954828398137","153.0816077121823"
"Wacol","Private room","37","-27.57253","152.92313"
"Wakerley","Private room","286.6666666666667","-27.481170000000002","153.1539"
"Wakerley","Entire home/apt","189.5","-27.482805","153.15187"
"Wavell Heights","Entire home/apt","142.8","-27.39476170671829","153.05138587059417"
"Wavell Heights","Private room","83.44444444444444","-27.39543911584676","153.04508111887435"
"West End","Entire home/apt","215.875","-27.4827553345227","153.0059533834375"
"West End","Private room","90.67857142857143","-27.482155184213013","153.00793756505718"
"Westlake","Entire home/apt","525.75","-27.547582891909606","152.91644803416077"
"Westlake","Private room","165","-27.55069419627661","152.9136590804646"
"Wilston","Private room","97","-27.436110017625005","153.01994805208938"
"Wilston","Entire home/apt","159.375","-27.435474968885135","153.01946448343412"
"Windsor","Private room","120.14285714285714","-27.43644867036835","153.0318163643779"
"Windsor","Entire home/apt","355.19354838709677","-27.435531448621877","153.03135283002038"
"Wishart","Entire home/apt","238","-27.55398517316927","153.10416162186354"
"Wishart","Private room","151.66666666666666","-27.55082763593487","153.1015067254498"
"Woolloongabba","Private room","93.83333333333333","-27.490667018419952","153.038643180356"
"Woolloongabba","Hotel room","327","-27.49057","153.04149"
"Woolloongabba","Entire home/apt","261.3421052631579","-27.493434454946406","153.03763847685087"
"Woolloongabba","Shared room","35","-27.49048","153.03535"
"Wooloowin - Lutwyche","Entire home/apt","268.7142857142857","-27.418607975804125","153.04174014498386"
"Wooloowin - Lutwyche","Private room","87.72727272727273","-27.420084935226928","153.038652304446"
"Wynnum","Private room","85.22222222222223","-27.43865119769409","153.16764733278217"
"Wynnum","Entire home/apt","296.1276595744681","-27.442619599022837","153.17090454017972"
"Wynnum West - Hemmant","Entire home/apt","293.2","-27.449505","153.14955884"
"Wynnum West - Hemmant","Private room","84","-27.458552949999998","153.14053565"
"Yeronga","Entire home/apt","264.1","-27.519317251244672","153.01025738863137"
"Yeronga","Private room","87.3","-27.518920158805674","153.01450779618762"
"Zillmere","Private room","76.33333333333333","-27.35327542295749","153.03856250145623"
"Zillmere","Entire home/apt","207.16666666666666","-27.35433428361483","153.04199717612744"
