"listing_id","total_days","booked_days","occupancy_rate","average_rating","number_of_reviews"
"48214521","365","295","0.8082191780821918","4.214285714285714","56"
"33885199","365","198","0.5424657534246575","4.214285714285714","14"
"17751359","365","55","0.1506849315068493","4.214285714285714","28"
"53030382","365","164","0.44931506849315067","4.213592233009709","103"
"45257656","365","362","0.9917808219178083","4.213114754098361","61"
"36245893","365","331","0.9068493150684932","4.213114754098361","122"
"14224775","365","0","0","4.212765957446808","235"
"34019244","365","114","0.31232876712328766","4.2125","80"
"36819524","365","188","0.5150684931506849","4.212328767123288","292"
"45350953","365","237","0.6493150684931507","4.212121212121212","33"
"7520267","365","155","0.4246575342465753","4.212121212121212","34"
"48911072","365","41","0.11232876712328767","4.211267605633803","71"
"53828380","365","320","0.8767123287671232","4.210355987055016","309"
"43557560","365","26","0.07123287671232877","4.2102272727272725","176"
"23948629","365","63","0.1726027397260274","4.209302325581396","172"
"32651744","365","320","0.8767123287671232","4.208860759493671","158"
"30269451","365","214","0.5863013698630137","4.20873786407767","206"
"40845930","365","13","0.03561643835616438","4.208333333333333","48"
"43720073","365","160","0.4383561643835616","4.208333333333333","48"
"46091990","365","23","0.06301369863013699","4.206896551724138","232"
"40786695","365","301","0.8246575342465754","4.205882352941177","68"
"41436761","365","247","0.6767123287671233","4.2058111380145276","413"
"51472419","365","338","0.9260273972602739","4.205128205128205","39"
"37977948","365","8","0.021917808219178082","4.204761904761905","210"
"37972845","365","4","0.010958904109589041","4.204678362573099","342"
"18000557","365","87","0.23835616438356164","4.204460966542751","269"
"33276573","365","326","0.8931506849315068","4.203703703703703","54"
"52194357","365","8","0.021917808219178082","4.203488372093023","172"
"30280013","365","105","0.2876712328767123","4.203225806451613","310"
"40181924","365","327","0.8958904109589041","4.202898550724638","69"
"54203505","365","279","0.7643835616438356","4.2025316455696204","79"
"19434478","365","293","0.8027397260273973","4.2023809523809526","336"
"45676855","365","280","0.7671232876712328","4.201923076923077","104"
"51008051","365","9","0.024657534246575342","4.201298701298701","154"
"49533288","365","35","0.0958904109589041","4.2","190"
"38195819","365","328","0.8986301369863013","4.2","25"
"14125893","365","184","0.5041095890410959","4.2","30"
"49022636","365","287","0.7863013698630137","4.2","50"
"23638788","365","318","0.8712328767123287","4.2","15"
"40049597","365","273","0.7479452054794521","4.2","15"
"16932687","365","290","0.7945205479452054","4.2","15"
"18742669","365","247","0.6767123287671233","4.2","25"
"52034980","365","69","0.18904109589041096","4.2","65"
"49743377","365","220","0.6027397260273972","4.2","45"
"47860074","365","338","0.9260273972602739","4.2","30"
"40066038","365","305","0.8356164383561644","4.2","80"
"42932523","365","270","0.7397260273972602","4.2","85"
"43874404","365","129","0.35342465753424657","4.2","5"
"46230178","365","302","0.8273972602739726","4.2","20"
"53409213","365","58","0.1589041095890411","4.2","35"
"42498308","365","5","0.0136986301369863","4.2","15"
"42862060","365","30","0.0821917808219178","4.2","10"
"48472526","365","35","0.0958904109589041","4.2","15"
"23209324","365","341","0.9342465753424658","4.198776758409786","327"
"48828763","365","319","0.873972602739726","4.197826086956522","460"
"656260739292789000","365","288","0.7890410958904109","4.197802197802198","91"
"14987546","365","208","0.5698630136986301","4.197530864197531","648"
"17640490","365","10","0.0273972602739726","4.197368421052632","76"
"26576252","365","280","0.7671232876712328","4.197278911564626","147"
"16416673","365","127","0.34794520547945207","4.196875","320"
"49548884","365","8","0.021917808219178082","4.196428571428571","112"
"12545655","365","46","0.12602739726027398","4.196428571428571","56"
"37220858","365","185","0.5068493150684932","4.1959798994974875","199"
"43510095","365","251","0.6876712328767123","4.195652173913044","138"
"44172221","365","238","0.6520547945205479","4.195652173913044","46"
"46932571","365","274","0.7506849315068493","4.195652173913044","46"
"48828720","365","300","0.821917808219178","4.195402298850575","348"
"43267964","365","199","0.5452054794520548","4.195121951219512","41"
"47395901","365","345","0.9452054794520548","4.195121951219512","41"
"9884660","365","287","0.7863013698630137","4.195121951219512","83"
"8846410","365","34","0.09315068493150686","4.195121951219512","41"
"50853254","365","29","0.07945205479452055","4.194444444444445","144"
"33969449","365","365","1","4.194444444444445","36"
"49548173","365","7","0.019178082191780823","4.1940298507462686","67"
"28662651","365","198","0.5424657534246575","4.1938775510204085","98"
"26370642","365","78","0.2136986301369863","4.193548387096774","31"
"18721458","365","53","0.14520547945205478","4.193548387096774","93"
"16481395","365","290","0.7945205479452054","4.193333333333333","150"
"51007528","365","93","0.2547945205479452","4.1931034482758625","145"
"22304035","365","10","0.0273972602739726","4.192727272727272","275"
"51178011","365","13","0.03561643835616438","4.192","125"
"40267592","365","197","0.5397260273972603","4.191780821917808","219"
"40456286","365","329","0.9013698630136986","4.191709844559585","193"
"53300335","365","185","0.5068493150684932","4.191666666666666","120"
"47165672","365","61","0.16712328767123288","4.191489361702128","47"
"47294257","365","194","0.5315068493150685","4.191011235955056","89"
"18303620","365","197","0.5397260273972603","4.190860215053763","372"
"40072466","365","36","0.09863013698630137","4.190476190476191","294"
"47081832","365","12","0.03287671232876712","4.190476190476191","21"
"23529634","365","116","0.3178082191780822","4.190476190476191","210"
"24486958","365","205","0.5616438356164384","4.189964157706093","279"
"36010396","365","9","0.024657534246575342","4.189655172413793","290"
"45899019","365","336","0.9205479452054794","4.189473684210526","190"
"47817207","365","3","0.00821917808219178","4.1891891891891895","37"
"54054629","365","273","0.7479452054794521","4.1891891891891895","37"
"38623897","365","292","0.8","4.188888888888889","90"
"49741433","365","200","0.547945205479452","4.188679245283019","53"
"43705806","365","328","0.8986301369863013","4.188679245283019","106"
"40264780","365","288","0.7890410958904109","4.188552188552189","297"
"14100373","365","229","0.6273972602739726","4.188160676532769","473"
"50377316","365","360","0.9863013698630136","4.1875","16"
"43024502","365","330","0.9041095890410958","4.1875","144"
"32618620","365","1","0.0027397260273972603","4.1875","16"
"31224700","365","30","0.0821917808219178","4.1875","64"
"40743394","365","3","0.00821917808219178","4.1875","80"
"29145242","365","335","0.9178082191780822","4.186851211072664","289"
"9699846","365","204","0.5589041095890411","4.1866666666666665","76"
"16871963","365","54","0.14794520547945206","4.186567164179104","134"
"13317559","365","50","0.136986301369863","4.185117967332124","551"
"48578742","365","118","0.3232876712328767","4.1838235294117645","136"
"53858529","365","81","0.2219178082191781","4.183673469387755","49"
"30186326","365","337","0.9232876712328767","4.183673469387755","98"
"4366414","365","236","0.6465753424657534","4.183098591549296","142"
"18286298","365","360","0.9863013698630136","4.182795698924731","93"
"53371259","365","284","0.7780821917808219","4.181818181818182","198"
"30719398","365","333","0.9123287671232877","4.181818181818182","77"
"4307428","365","330","0.9041095890410958","4.181818181818182","11"
"8487566","365","332","0.9095890410958904","4.181818181818182","44"
"54076999","365","8","0.021917808219178082","4.181818181818182","11"
"49551854","365","22","0.06027397260273973","4.181818181818182","176"
"43405734","365","270","0.7397260273972602","4.181818181818182","22"
"53958634","365","26","0.07123287671232877","4.181208053691275","149"
"49548396","365","11","0.030136986301369864","4.180952380952381","210"
"44268261","365","335","0.9178082191780822","4.180952380952381","210"
"34981527","365","283","0.7753424657534247","4.180645161290323","310"
"48047609","365","247","0.6767123287671233","4.180555555555555","72"
"41030931","365","35","0.0958904109589041","4.179611650485437","206"
"51563084","365","145","0.3972602739726027","4.17948717948718","39"
"45762606","365","276","0.7561643835616438","4.17910447761194","67"
"52796724","365","114","0.31232876712328766","4.178947368421053","95"
"37661540","365","337","0.9232876712328767","4.17877094972067","179"
"46741945","365","276","0.7561643835616438","4.178571428571429","84"
"30782985","365","146","0.4","4.178571428571429","112"
"25703068","365","233","0.6383561643835617","4.178082191780822","73"
"49741642","365","204","0.5589041095890411","4.178082191780822","73"
"34908617","365","269","0.736986301369863","4.177514792899408","169"
"25780813","365","17","0.04657534246575343","4.17741935483871","62"
"30722400","365","4","0.010958904109589041","4.177248677248677","378"
"47425776","365","311","0.852054794520548","4.176656151419558","317"
"25430633","365","22","0.06027397260273973","4.176470588235294","17"
"32453861","365","103","0.2821917808219178","4.176470588235294","17"
"49942033","365","19","0.052054794520547946","4.176470588235294","34"
"25429882","365","201","0.5506849315068493","4.176470588235294","68"
"32854450","365","0","0","4.176470588235294","17"
"30673977","365","335","0.9178082191780822","4.176470588235294","187"
"47892858","365","205","0.5616438356164384","4.175257731958763","194"
"10604439","365","222","0.6082191780821918","4.1750805585392055","936"
"44454904","365","223","0.6109589041095891","4.175","40"
"53926935","365","297","0.8136986301369863","4.174757281553398","103"
"20144102","365","226","0.6191780821917808","4.174603174603175","63"
"32848300","365","316","0.8657534246575342","4.174311926605505","109"
"51790493","365","143","0.3917808219178082","4.173913043478261","46"
"36697795","365","208","0.5698630136986301","4.173913043478261","69"
"43750155","365","307","0.8410958904109589","4.173684210526316","190"
"34870432","365","257","0.7041095890410959","4.173469387755102","98"
"17544779","365","281","0.7698630136986301","4.172932330827067","133"
"39686271","365","19","0.052054794520547946","4.172727272727273","220"
"774997","365","60","0.1643835616438356","4.172661870503597","140"
"19253297","365","352","0.9643835616438357","4.172413793103448","29"
"21202698","365","333","0.9123287671232877","4.172413793103448","319"
"49532839","365","43","0.1178082191780822","4.172413793103448","145"
"43839930","365","1","0.0027397260273972603","4.172413793103448","29"
"32140731","365","179","0.4904109589041096","4.171875","64"
"29909012","365","332","0.9095890410958904","4.171717171717172","198"
"40125217","365","304","0.8328767123287671","4.171428571428572","35"
"42959588","365","22","0.06027397260273973","4.171428571428572","35"
"29518428","365","81","0.2219178082191781","4.170731707317073","82"
"39611102","365","1","0.0027397260273972603","4.16994633273703","559"
"22722452","365","117","0.32054794520547947","4.169811320754717","212"
"13902813","365","50","0.136986301369863","4.169642857142857","112"
"21869743","365","239","0.6547945205479452","4.169491525423729","177"
"54185762","365","289","0.7917808219178082","4.1694352159468435","301"
"3916092","365","324","0.8876712328767123","4.1692307692307695","65"
"15514165","365","85","0.2328767123287671","4.169144981412639","539"
"29668638","365","4","0.010958904109589041","4.169014084507042","71"
"17323283","365","202","0.5534246575342465","4.169014084507042","426"
"42344208","365","306","0.8383561643835616","4.168918918918919","296"
"45222609","365","10","0.0273972602739726","4.168888888888889","225"
"49534058","365","5","0.0136986301369863","4.16875","160"
"17440974","365","204","0.5589041095890411","4.168421052631579","95"
"22734256","365","213","0.5835616438356165","4.168141592920354","339"
"46403416","365","330","0.9041095890410958","4.167381974248927","233"
"15075550","365","343","0.9397260273972603","4.166666666666667","18"
"48150447","365","163","0.4465753424657534","4.166666666666667","24"
"23601890","365","364","0.9972602739726028","4.166666666666667","72"
"35617047","365","38","0.10410958904109589","4.166666666666667","144"
"34722520","365","0","0","4.166666666666667","6"
"35012224","365","12","0.03287671232876712","4.166666666666667","36"
"24253004","365","260","0.7123287671232876","4.166666666666667","12"
"8833997","365","172","0.4712328767123288","4.166666666666667","96"
"20533141","365","365","1","4.166666666666667","36"
"29828043","365","170","0.4657534246575342","4.166666666666667","66"
"45866440","365","355","0.9726027397260274","4.166666666666667","6"
"25430075","365","22","0.06027397260273973","4.166666666666667","6"
"32244822","365","257","0.7041095890410959","4.166666666666667","282"
"47126944","365","11","0.030136986301369864","4.1657142857142855","175"
"37568288","365","29","0.07945205479452055","4.165333333333334","375"
"39142384","365","215","0.589041095890411","4.165137614678899","109"
"43820272","365","196","0.536986301369863","4.1647058823529415","85"
"24722190","365","354","0.9698630136986301","4.164285714285715","140"
"46456957","365","278","0.7616438356164383","4.163934426229508","61"
"52834058","365","11","0.030136986301369864","4.163934426229508","61"
"45904368","365","67","0.18356164383561643","4.163636363636364","55"
"23005824","365","331","0.9068493150684932","4.163636363636364","220"
"31095491","365","33","0.09041095890410959","4.163461538461538","104"
"18453991","365","364","0.9972602739726028","4.163461538461538","312"
"35169456","365","359","0.9835616438356164","4.163043478260869","92"
"4497228","365","57","0.15616438356164383","4.163043478260869","189"
"16260145","365","315","0.863013698630137","4.162790697674419","43"
"15009089","365","297","0.8136986301369863","4.162790697674419","43"
"47566907","365","192","0.5260273972602739","4.162601626016261","246"
"17543396","365","141","0.3863013698630137","4.1625","320"
"31361804","365","322","0.8821917808219178","4.162393162393163","117"
"48557459","365","327","0.8958904109589041","4.162162162162162","37"
"54095504","365","217","0.5945205479452055","4.162162162162162","37"
"30987511","365","104","0.28493150684931506","4.162162162162162","111"
"30076475","365","327","0.8958904109589041","4.161971830985915","284"
"53815298","365","95","0.2602739726027397","4.161764705882353","68"
"2489606","365","192","0.5260273972602739","4.161716171617162","303"
"37539436","365","107","0.29315068493150687","4.161290322580645","124"
"43269269","365","241","0.6602739726027397","4.161290322580645","31"
"11150059","365","48","0.13150684931506848","4.161290322580645","31"
"20126966","365","92","0.25205479452054796","4.161290322580645","341"
"52891087","365","7","0.019178082191780823","4.161016949152542","118"
"47242908","365","235","0.6438356164383562","4.160655737704918","305"
"40577326","365","322","0.8821917808219178","4.160583941605839","137"
"36916621","365","315","0.863013698630137","4.16","25"
"8444726","365","333","0.9123287671232877","4.16","25"
"48070393","365","359","0.9835616438356164","4.16","75"
"33566440","365","203","0.5561643835616439","4.16","25"
"50156869","365","25","0.0684931506849315","4.159722222222222","144"
"48290013","365","137","0.37534246575342467","4.159722222222222","144"
"48034286","365","133","0.3643835616438356","4.159090909090909","44"
"21254012","365","34","0.09315068493150686","4.159090909090909","88"
"54249383","365","205","0.5616438356164384","4.159090909090909","44"
"25223685","365","112","0.30684931506849317","4.158730158730159","63"
